@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
4362,2586,2541,0,3758,1526,1742,1283,1421,2272,3631,2576,3021,2053,1359,1576,1.92,2.08,1.12,0.74,0.52,1.37,0.89,882,1055,694,1309,2232,459,937,1438,618,10/03/01/02@11/02/03/04/03@32/01/09
15410,2631,15874,0,16702,1695,16901,1482,7499,10462,17509,2681,4045,13952,4488,2259,0.86,1.9,8.36,1.14,1.16,0.17,0.12,13233,14828,9464,14541,15007,15419,8671,2538,1132,01/01/06/05/02@01/03/01@01/04@01/05/05/04@01/05/13/01@01/07/01@01/20/21@16/17/03@16/17/07@16/19/03
4776,2458,3510,0,4347,1463,2862,1375,2160,3554,3949,2430,3557,2635,1459,1622,0.97,1.32,1.8,1,1.03,1.37,0.56,1441,1519,1176,2321,2884,1487,2190,2067,652,10/01/03@10/01/05@10/03/01/01/03@10/03/02@11/02/03/01@11/02/03/04@16/01@18/02/09@42/01
4940,2485,3760,0,2857,1638,11313,5403,3558,2235,4564,2698,3323,3204,1332,2872,0.94,1.19,0.96,1.01,1.06,0.73,1.04,5547,1866,1872,2486,1219,5910,1172,1365,1952,01/04@02/13/03@16/01@16/19/03@20/03/25@20/09/04@32/01
9014,2581,9195,0,5485,1518,20694,4345,7912,3855,7988,2495,5302,7649,1638,3539,0.85,1.3,2.41,1.22,1.18,0.64,0.41,13946,5493,6011,7817,3967,16349,2749,3517,2497,11/02/03/04@11/04/01@12/04/01@16/03/03
3909,1880,3260,0,3418,1314,4430,1032,2504,2310,3243,2092,2830,2207,785,1707,0.58,0.87,1.28,1.11,1.72,1.15,0.78,1966,1151,1422,2243,2104,3398,1271,1318,1113,01/06@14/07/01
5676,2556,4117,0,3911,1552,3360,1256,2602,3585,4801,2500,3620,3336,1776,1936,1.15,1.58,1.96,0.9,0.87,0.88,0.51,2428,2301,1560,2820,2359,2104,2132,2014,796,14/01@16/01@42/04/03@42/04/05
3043,1893,1880,0,2522,1140,1469,829,1397,2544,3216,2042,2858,1851,807,1699,0.92,1.26,0.98,0.81,1.09,1.28,1.02,590,1174,1044,937,1382,640,1096,1496,1060,01/07@01/20/19/01@16/21/01@32/07/07/05@34/01/01/01
3156,1976,2219,0,2612,1136,1730,792,1375,2739,3171,1999,2761,1680,836,1687,0.94,1.12,0.8,1.06,1.06,1.2,1.25,886,1172,844,1250,1476,938,1475,1412,1050,14/07/05@14/10@14/13/01/01@16/01@16/19/03
13753,2452,11885,0,12125,1563,8236,1170,7290,20512,11730,2480,6761,10075,3242,3542,1.27,1.62,3.26,0.94,0.79,0.55,0.31,8968,9250,6833,10641,10562,7066,11193,5114,2093,14/13/01/01@16/01@20/01/10@20/09/07/03@20/09/07/25@42/09
4736,1919,3872,0,4697,1126,3256,805,2286,3736,4293,2034,3477,2791,795,2250,0.79,1.19,1.2,1.02,1.27,0.93,0.83,1933,2259,1996,2870,3571,2451,2527,2097,1657,01/03/01@01/05/02
3917,2417,2479,0,2806,1480,2079,1057,1829,6146,3373,2379,2549,2024,1278,1234,1.04,1.14,1.93,0.88,0.96,0.98,0.52,1061,994,746,1316,1326,1022,4367,974,386,10/03/01/01/05@10/03/01/01/09@18/02/01
2933,2301,1508,0,2799,1595,1505,1034,1207,1592,3229,2378,3503,1681,1200,1627,1.26,1.32,0.67,0.57,0.79,2.13,1.49,592,851,481,364,1204,471,476,1824,717,10/01/02@10/01/05/03/01@10/01/11@10/03/01@10/03/02@16/03/01@32/01/09@42/10/03
21710,1685,21837,0,26380,1070,14260,728,13007,19490,24271,2013,9414,27168,804,4462,0.92,1.7,6.78,1.04,1.09,0.36,0.15,12472,22258,26364,20955,25310,13532,18145,8012,3889,01/04@12/04/01@12/04/02@16/19/03@42/01
9810,1583,10849,0,13480,946,5249,677,6471,20576,12045,2067,23339,4576,760,12621,1.26,0.89,0.32,1.22,0.79,2.17,3.13,5783,9978,3816,10040,12534,4572,19148,21835,11999,14/01@14/04@14/07@16/01@16/03/01@20/01/10@20/09/04@32/01/05@40/10
4017,2438,2872,0,2811,1632,5518,1896,3051,1993,3900,2912,4119,2566,1332,2215,0.71,0.9,1,1.02,1.41,2.13,1,2562,988,1234,1609,1179,3622,884,2124,1231,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/09@42/10/03@42/22@43/01/03/05
4327,2090,3280,0,3024,1664,5520,1610,3395,1835,4118,2690,3891,2883,1176,3415,0.76,0.88,0.68,1,1.32,1.37,1.47,2965,1428,1707,2243,1360,3910,836,1951,2511,99
6217,2123,5196,0,4234,1703,7277,1658,4525,2448,5708,2677,4589,4832,1222,2274,1.25,1.36,2.53,1.02,0.8,0.85,0.4,7012,3031,3610,4180,2531,5619,1337,2570,1425,16/01@20/03@20/09/07/03@20/09/07/05@20/09/07/27
3171,1658,2363,0,2511,1081,1703,689,1486,4197,4298,1992,3033,1707,752,1424,0.92,1.06,1.13,1.02,1.09,0.72,0.88,932,2306,955,1548,1430,1014,2925,1657,848,11/02/03/04/01@11/04/03/01@11/04/03/05@16/01@16/03/03@18/01/07@18/02/01/01
3236,2040,1832,0,2112,1578,2892,1599,2078,1672,3226,2554,3494,1928,1057,1924,1.21,1.06,0.79,0.75,0.83,2.22,1.27,1562,672,871,890,534,1293,584,1496,1106,01/06/05@02/25
4227,2650,2614,0,1693,1109,2005,1047,2130,2879,4038,2230,3726,1656,942,1202,0.86,1.16,1.31,0.88,1.16,1.22,0.76,825,1808,714,1378,584,958,1767,2215,547,01/03/16/03@10/01/05/01@10/01/09/05@10/03/01/02@10/03/01/03@16/03/01@32/01/09@42/01
6830,2676,5136,0,2638,1245,3259,1117,5150,5112,5922,2376,4177,2799,968,1559,1.14,1.26,2.08,0.93,0.88,0.74,0.48,2444,3546,1831,3851,1393,2142,4063,2630,881,14/04@20/01/10@20/03@20/09/05
14082,2205,16792,0,13944,1510,15756,1426,8214,5238,10912,2290,5777,11020,1059,3675,1.08,1.66,3.38,1.32,0.93,0.48,0.3,15521,8622,9961,15717,12434,14330,4234,4175,2948,01/03/16/01@10/01/09/05@10/03/01@11/04/01@14/04@16/01@16/19/05@20/01/10@20/01/21@20/09/01@30/01/05/05/01@42/10
6221,2081,5268,0,4890,1470,5419,1728,4163,3545,4175,2102,7317,3321,975,6751,1.23,0.94,0.39,0.99,0.81,2.86,2.56,4536,2073,2346,4112,3420,3691,2560,5867,5998,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03
3357,2169,2193,0,2719,1401,2194,972,1824,2282,3137,2312,3190,1949,1187,2108,0.75,0.95,0.72,0.93,1.33,2.13,1.39,921,825,762,1107,1318,1222,1103,1757,1059,11/04/03/01@16/03/03
5797,2086,4419,0,6076,1494,3317,982,2906,4074,5433,2192,2882,3090,909,1993,1.05,1.18,1.66,0.9,0.95,0.44,0.6,2463,3241,2181,3334,4582,2335,2558,1432,1316,01/04@01/06/02/01@10/03/01@14/04@20/01/10@20/09/16@30/01/05/01/03@30/01/09/11@42/04/03
4256,2607,2621,0,1942,1208,1966,952,2081,2539,3870,2245,3618,1759,906,1555,0.99,1.01,0.98,0.79,1.01,1.41,1.02,1000,1625,853,1313,734,1014,1536,2287,867,14/07/05@14/07/07@14/10@14/13/01/01@16/01@16/19/03
2444,1986,1245,0,1776,1226,1315,960,987,1869,2553,2120,2272,1183,835,1066,1.06,1.17,0.88,0.61,0.94,1.92,1.14,377,433,348,279,550,355,531,839,397,01/05/03@43/01/03/09
3879,2603,2158,0,2009,1249,1621,1138,1775,1979,3444,2236,2963,1613,1124,1248,1.27,1.16,1,0.75,0.79,1.2,1,612,1208,489,951,760,483,951,1462,487,01/05/03@43/01/03/09
3030,2118,2005,0,2059,1396,2226,1266,1400,1603,2671,2172,2117,5777,935,7432,0.96,1.06,0.72,1.03,1.04,1.06,1.39,922,499,4842,937,663,960,588,529,6717,16/01@16/07@30/01/05/05/01@42/04/03@43/01/03/05
4578,2536,3345,0,2303,1297,4195,1395,3568,3163,5132,2322,4326,2963,1212,1548,0.95,1.27,2.3,1.06,1.05,1,0.43,2658,2810,1751,2179,1006,2800,2103,2804,762,10/03/01@10/03/03@14/10@16/01@16/09@16/19/05@34/11/03/07@40/01@42/01@42/04@43/01/03/05
3458,1997,2303,0,2781,1241,1866,922,2837,4623,3764,2180,17967,2954,876,13562,0.94,0.53,0.16,0.88,1.06,10,6.25,891,1584,2078,1284,1540,944,3257,16500,12873,02/11@02/13@02/45/15@14/10@20/01/15@32/01@42/01
5359,2566,4098,0,4386,1445,4628,1044,3371,4221,4748,2228,4708,3857,1048,3335,0.93,1.1,1.12,1.03,1.08,1.33,0.89,3334,2520,2809,2892,2941,3584,3209,3379,2499,99
4065,2444,2485,0,2209,1338,4647,1472,3022,1797,5332,2333,5755,2815,1166,2760,0.71,1.35,0.85,0.81,1.41,1.37,1.18,2262,2999,1649,1316,871,3175,761,4114,1935,10/03/01@30/05/01@30/05/02/24@34/11/03/07@40/01@41/01/01@42/01
5773,2065,5412,0,5349,1462,5794,1136,2996,2765,3855,2198,2556,3369,943,1793,0.81,1.25,2.22,1.16,1.23,0.57,0.45,3791,1657,2426,4313,3887,4658,1614,951,1095,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
4478,2535,3182,0,2239,1352,4615,1495,2905,1797,4351,2485,3086,2664,1078,1306,0.79,1.47,2.63,0.99,1.27,0.74,0.38,2460,1866,1586,1927,887,3120,809,1374,604,34/11/03/13
30884,2567,33958,0,18757,1689,34335,2008,35343,15001,32276,2761,10258,24218,1678,4188,0.72,1.06,6.85,1.15,1.39,0.29,0.15,23293,29515,22540,32707,17068,32327,13901,8436,3291,12/01/01@12/04/02@16/01@16/07
2586,1992,1504,0,2131,1451,2488,1242,1433,1571,2493,1984,2070,1530,895,1296,0.59,0.88,0.9,0.81,1.69,1.37,1.11,737,509,635,481,680,1246,447,698,702,20/01/01/01@43/01/03/09
16922,2583,16385,0,13899,1943,16637,1785,18736,10569,15194,2721,7326,10558,1381,4749,0.72,0.72,2.4,1.05,1.39,0.44,0.42,10625,12473,9177,15017,11956,14852,9425,5485,3828,01/05/03@02/19@42/01@43/01/03/09
11822,2527,10020,0,7285,1251,5648,1067,6656,5805,10727,2172,4153,9270,1082,2312,1.28,1.63,5.2,0.94,0.78,0.34,0.19,5843,8555,8188,8781,6034,4581,4910,2889,1576,12/01/01@12/04@16/01@16/03/03
2847,1956,1805,0,2937,1314,1735,880,2267,3031,2829,2147,4112,1706,902,3905,0.84,0.6,0.25,0.92,1.19,4,4,719,682,804,821,1623,855,1671,2700,3194,01/05/25@02/01
4027,2462,2374,0,2999,1297,2344,1047,1587,2897,3383,2285,2709,1837,1030,1408,1.01,1.37,1.28,0.81,0.99,1.15,0.78,1313,1098,807,1260,1702,1297,1832,1269,631,02/11/07@02/13/05@02/45/07@16/13@20/01/01/07/07@20/01/03/03@20/01/15@20/03/01/01@20/09/04@34/11/09
4021,2038,3529,0,3344,1365,2920,1150,1754,2279,3043,2098,2251,2100,883,1313,1.05,1.19,1.76,1.2,0.95,0.76,0.57,1855,945,1217,2378,1979,1770,1242,723,690,10/01/09/05@10/03/01/01/09@42/10/03
8446,1984,9409,0,10907,1377,14708,1122,7444,6561,4436,2089,3163,5840,831,2993,0.45,0.7,2.13,1.28,2.22,0.71,0.47,6063,2347,5009,8324,9530,13586,5387,1677,2355,01/03/01/03
3095,1931,2148,0,2697,1133,1594,834,1466,2274,2892,2025,2689,1628,848,1943,0.95,1.13,0.59,0.98,1.05,1.56,1.69,719,867,780,1143,1564,760,1130,1358,1322,01/04@10/03/01@10/03/02@14/01@14/04@14/10@16/01@16/19/03@18/02/01@20/01/10@20/03@20/09/01@20/09/04@20/09/05@20/09/07@32/01/05@32/01/07@34/11/09@40/10/02/01@41/01/01@42/01@42/10@43/03
8726,2480,7906,0,10085,1323,10964,1100,8053,7626,8532,2236,4074,8657,1297,2532,0.64,1.05,4.38,1.06,1.56,0.43,0.23,6352,6296,7360,6658,8762,9864,6267,2721,1682,01/05@01/06/05@20/09/07/06@20/09/13@34/11/03/07@40/01@43/01/03/05@43/01/03/09
3610,1915,2311,0,5990,1110,3816,818,1731,6097,3893,2060,3924,2151,831,2161,0.72,1.17,0.88,0.79,1.39,1.39,1.14,2173,1833,1320,1347,4880,2998,4811,2548,1493,11/04/02@20/01/07
3445,2316,2259,0,2101,1456,3027,1526,2013,1584,3461,2534,3308,2007,1217,1504,0.94,1.09,1.2,0.94,1.06,1.64,0.83,1411,927,790,1064,645,1501,579,1516,659,11/02/03@11/04/03/01@12/10@16/03/03@16/19/03
3095,1981,2172,0,2703,1472,2146,907,1796,2122,2831,2172,2237,1406,801,1090,0.74,0.95,1.19,1.11,1.35,1.05,0.84,920,659,605,1232,1231,1239,955,693,510,10/01/05/01@10/03/03
4216,1907,3892,0,3160,1288,4016,920,2302,2596,3381,2162,3611,2615,767,2609,0.76,1.09,0.91,1.23,1.32,1.67,1.1,2340,1219,1848,2855,1872,3096,1163,2035,2029,10/03/01/01@14/13@42/29
5331,1817,5270,0,4755,1303,4053,1018,2473,3141,4286,2186,3107,2802,794,2043,0.93,1.33,1.37,1.23,1.08,0.71,0.73,2825,2100,2008,4332,3452,3035,1772,1503,1467,14/07/11@14/13@16/17/09@30/01@34/11/03/07
10435,2316,9257,0,8489,1501,4963,1074,6454,5676,9283,2303,6856,6865,2026,4389,1.1,1.13,1.65,1,0.91,0.75,0.61,4287,6980,4839,8108,6988,3889,4309,5226,2933,01/03/16/01@11/02/03/01@11/04/01@11/04/03/01@12/07@16/03@16/19/03@32/07
6211,1759,5148,0,5441,1086,2546,733,1908,3785,6769,2032,3808,3706,765,3046,1.32,2.18,1.19,0.95,0.76,0.53,0.84,2388,4737,2941,4253,4355,1813,2618,2523,2464,10/03/01@11/02/03/04@40/01/05
5438,2365,4549,0,3984,1630,4406,1673,4672,2885,5659,2617,3542,4027,1230,1998,0.96,1.1,2.37,1.08,1.04,0.56,0.42,2627,3042,2797,3313,2354,2733,1806,1688,1179,12/01/01@12/04@16/01
2727,1816,1617,0,2244,1060,1551,720,1336,2110,2990,2028,2925,1571,781,1561,0.75,1.02,0.81,0.79,1.33,1.72,1.23,625,962,790,721,1184,831,962,1652,981,01/05/25@11/02/03/04/03@14/04@18/02/05@20/09/07/05@20/09/13
5218,1817,4857,0,4397,1196,3830,895,3310,6827,6127,2082,4790,2593,821,1732,0.76,1.07,1.59,1.15,1.32,0.8,0.63,2226,4045,1772,3912,3201,2935,4765,3240,1111,16/01@16/06@40/01@42/04/03@42/04/05@43/01/03/05
4718,1718,3494,0,5553,1699,5112,1629,4545,3352,7458,2624,4670,4563,1210,2936,1.01,1.29,1.62,0.84,0.99,0.59,0.62,3517,4834,3353,2516,3854,3483,2332,2850,2076,11/04/01@11/04/02@16/19/03
3996,1719,3345,0,3187,1221,2347,907,1900,4461,5526,2094,3756,2112,745,1714,0.92,1.51,1.23,1.08,1.09,0.63,0.81,1329,3432,1367,2451,1966,1440,2867,2156,1112,01/04@10/03/01/01/03@11/02/03/04@14/04@14/07/03@16/01@16/17/01@16/17/09@18/01/01@18/02/01@20/01/01/01@20/09/01@30/01/05/01@32/01@34/01/01@34/11/03/07@40/01@42/01
7089,2254,6402,0,4918,1602,6071,1580,5496,3133,6568,2539,5182,3977,1058,4040,1.12,1.12,0.9,1.08,0.89,0.82,1.11,5012,4029,2919,5204,3316,4491,2040,3289,3236,42/01
16722,2295,19347,0,15437,1527,10948,1081,11057,8231,13719,2317,4544,14283,2496,3571,1.16,1.53,5.02,1.27,0.86,0.27,0.2,11482,11402,11787,18155,13910,9867,6896,3066,2347,12/01/01@16/03/03
7993,1660,7019,0,7188,1082,4196,737,2269,8476,15372,1992,3523,5012,753,1491,0.91,2.29,4.62,0.97,1.1,0.16,0.22,3147,13380,4259,6178,6106,3459,7187,2188,922,14/01
2982,2183,1829,0,2288,1591,4291,1222,1747,1504,2882,2304,2555,1862,1046,1596,0.8,1.01,0.94,0.95,1.25,1.61,1.06,2442,578,816,762,697,3069,499,929,872,16/03/01@32/01/09@42/10/03
21092,2792,18924,0,12059,1249,11171,972,8886,16021,26696,2390,15301,8275,1129,4255,1.34,1.26,2.08,0.96,0.75,0.57,0.48,13646,24306,7146,17564,10810,10199,14912,13939,3436,10/01/02@10/01/05/03/03@32/01/09@42/10/03
5794,1959,5772,0,9337,1396,4973,956,3908,4252,4972,2269,3152,4671,905,1804,1,1.44,3.3,1.27,1,0.65,0.3,4024,2703,3766,4827,7941,4017,3004,1762,1141,01/06
7326,2461,6249,0,3526,1428,6324,1525,9939,8572,6755,2422,7026,4774,1400,2884,0.78,0.83,1.76,1.04,1.28,1.23,0.57,3739,4333,3374,5065,2098,4799,7532,5381,1922,16/01@20/01/10@20/09/07
8758,2686,7319,0,5700,1459,4637,1524,6086,4681,8492,2667,5422,5157,1212,3215,1.08,1.27,1.68,0.98,0.93,0.63,0.6,3353,5825,3945,5926,4241,3113,3650,3696,2355,01/04@14/07/03@30/01/05/01@32/01@34/01/01/01
4321,2016,2970,0,2584,1387,5261,1477,4427,2614,5232,2511,4753,2930,1142,2001,0.59,0.98,1.57,0.78,1.69,1.14,0.64,2233,2721,1788,1782,1197,3784,1588,3091,1136,14/07/02@14/10
9257,2105,9147,0,9405,1456,12482,1103,6052,4158,5194,2190,3120,6790,973,2471,0.62,0.95,3.23,1.11,1.61,0.5,0.31,7035,3004,5817,7966,7949,11379,2927,1504,1799,01/03/01@01/03/04@01/05/02@16/19
22754,2650,22141,0,15509,1457,23036,1099,16809,21365,14706,2267,18564,15218,4816,17799,0.66,0.89,1.01,1.04,1.52,1.39,0.99,14554,12439,10402,20866,14052,21937,20103,17208,10254,01/20/37/01@16/14@20/01/10@20/09/01@30/01/05@32/01/01@32/07/07/05@40/10/02/01
9217,2537,7419,0,7288,1473,3620,1001,4099,4387,7937,2239,4980,4452,901,2405,1.28,1.43,2.07,0.93,0.78,0.64,0.48,3359,5698,3551,6164,5815,2619,3232,3621,1715,10/01/05/01@10/01/05/03/01@10/01/05/03/03@32/01/09@34/11/03/07@42/10/03
