@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
4263,2821,1523,1571,1,4294,1950,4044,1577,0,2268,1147,8168,1022,4471,3137,1180,1697,0,3746,0.842,0.872,0.905,1.03,4.7,2.295,3.588,2.772,2.17,1.182,3.79,5.724,1.36,2.3,3.96,3.29,2.49,1.38,1.69,5.31,12/01/01@12/04@16/01
2765,1802,1237,3015,0,2529,1774,2266,1328,0,1678,1108,4837,994,2933,5139,1331,1564,0,3566,0.721,0.89,0.949,0.833,0.784,1.117,0.807,0.345,0.383,0.39,1.309,0.697,1.29,1.15,0.88,0.36,0.39,0.43,1.41,1.36,11/04/03/01@11/04/03/05@16/03/03
4676,3269,1346,2726,0,4454,2079,3674,1436,0,1890,985,9297,950,5908,2923,1495,2639,0,5791,0.825,0.816,0.96,0.993,3.082,2.133,1.448,2.012,2.338,2.086,1.982,1.166,1.28,2.15,1.8,1.99,2.36,2.16,2.78,1.93,14/04@20/01/10@20/03@20/09/05
3556,2381,1232,2595,0,2773,1949,2352,1300,0,1784,950,5625,985,3551,1778,1163,1183,0,2721,0.759,0.851,0.952,0.849,0.952,1.185,1.216,1.742,2.397,1.955,1.074,0.737,1.27,1.19,1.35,1.68,2.4,2.21,2.1,1.26,12/04/01
1823,1175,1430,1762,0,1677,987,1918,1357,0,1809,1092,1557,970,2279,1400,1824,2925,0,2073,0.747,0.814,0.839,0.799,1.014,1.176,1.185,1.302,0.285,1.367,0.424,0.651,1.2,1.5,1.43,1.54,1.01,1.61,1.45,0.87,32/07@42/16
2561,1949,1094,3581,0,1956,2439,2533,1327,0,1374,891,2045,1013,1995,1431,1512,2566,0,2928,0.906,0.934,0.901,0.919,0.677,0.384,0.564,0.857,0.935,1.096,0.882,0.809,1,0.42,0.63,1,1.25,1.24,2.16,0.86,16/17/09@20/01/01/01/01/01@20/01/03@20/09/04@34/01/01/01
2905,2018,1134,6139,0,2291,3279,3073,1326,0,1433,993,2349,1123,2263,1552,1407,2955,0,3249,0.913,0.943,0.872,1.117,0.178,0.387,0.719,0.808,1.204,1.32,0.708,0.476,1.22,0.41,0.77,0.97,1.22,1.4,2.01,0.71,20/01/11@20/01/27@32/07
4275,3022,1251,2833,0,3527,1764,2832,1459,0,1861,1076,6648,942,4372,2013,1273,1232,0,2985,0.876,0.825,0.957,0.98,1.253,1.944,2.036,1.972,2.458,1.993,2.046,1.603,1.21,2.06,2.31,2.02,2.45,2.42,2.26,2.11,11/06/02
5372,3781,1281,2313,0,4357,2064,3585,1436,0,1972,1045,8320,966,5226,3769,1372,1664,0,3142,0.843,0.855,0.955,0.968,2.605,2.172,1.929,2.75,1.494,1.261,2.492,2.679,1.26,2.21,2.12,2.86,1.71,1.37,2.17,2.87,12/04@12/07
4885,3469,1156,2244,0,3875,3147,3305,1913,0,1751,946,4654,1414,1872,1093,1188,2785,0,4508,0.941,0.84,0.914,1.203,1.358,1.039,1.158,1.989,1.827,1.646,1.95,2.084,1.23,1.06,1.34,2.08,1.96,1.7,1.76,1.9,11/02/03/04@18/02/01/02/01@34/11/03/07
3062,2039,1342,2336,0,2464,1581,2643,1354,0,1692,1240,1837,1082,3525,5556,1988,3303,0,1872,0.811,0.928,0.883,1.086,1.576,1.245,0.812,0.314,0.426,0.436,1.527,1.02,1.37,1.33,0.92,0.36,0.54,0.51,0.66,1.57,14/04
3528,3263,1165,1298,0,3283,1311,4069,1362,0,1481,898,3099,1104,3188,2448,1426,1490,0,2128,0.895,0.939,0.916,0.783,3.829,2.872,4.456,4.616,2.206,1.121,5.29,3.874,0.87,2.98,4.46,4.57,2.27,1.18,2.38,5.9,12/01/01@12/04@16/01
3112,2081,2192,1426,0,2541,1284,2793,1458,0,2272,1339,1740,990,3618,2752,1791,3165,0,1785,0.87,0.911,0.882,1.094,4.149,1.978,1.22,2.168,0.772,1.091,3.856,1.66,1.32,2.09,1.3,2.41,1.22,1.29,1.13,4.58,11/02/01@11/04/01@12/01
2125,1351,980,1135,0,1809,1271,2274,1378,0,1497,1022,1936,1268,1686,2314,1287,1201,0,1731,0.828,0.888,0.886,1.002,1.178,0.865,0.34,0.196,0.208,0.31,1.056,0.824,1.23,0.99,0.4,0.22,0.29,0.36,0.52,1.08,14/04@20/01/10@20/09/04
2277,1113,1115,1135,0,1726,1231,2396,1381,2,1478,1370,3317,1123,2404,7066,1004,815,0,4202,0.673,0.573,0.927,1.237,3.183,0.82,0.301,0.096,0.104,0.174,0.412,0.872,1.9,0.93,0.31,0.09,0.12,0.22,0.23,0.52,01/06/02/01@10/03/02@43/01/03/09
4739,3155,1172,2588,0,2826,1532,2877,1578,0,1851,1024,5638,991,3561,2147,1020,2418,0,3908,0.891,0.885,0.94,1.138,0.88,1.762,1.18,1.687,1.581,1.534,1.331,1.647,1.35,1.78,1.42,1.94,1.72,1.7,2.72,1.82,99
7667,5157,1284,7358,0,4664,3608,4673,1592,0,1917,1583,7689,1131,5155,10862,1135,4172,0,6385,0.877,0.909,0.941,1.271,0.904,1.134,0.623,0.292,0.335,0.385,1.028,0.75,1.43,1.17,0.63,0.29,0.35,0.4,1.54,1.06,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
8922,6759,1295,1542,0,5984,1488,4488,1344,0,2441,1175,11384,982,6810,2529,1160,5002,0,13439,0.906,0.927,0.953,1.078,7.122,5.174,2.989,2.924,2.584,3.019,11.708,8.653,1.24,5.13,2.98,2.9,2.74,3.04,3.62,12.25,20/01/03@20/03@20/09/18/07
3075,1899,1264,1197,0,2163,1345,2291,1679,0,1569,975,3061,1498,1365,1021,1251,2428,0,3762,0.926,0.757,0.931,1.289,1.47,1.231,0.847,0.925,0.664,0.654,1.819,1.077,1.29,1.33,1.15,0.98,0.78,0.77,2.5,1.79,20/09/07/03@20/09/16
5316,4569,3791,1888,0,4934,1303,4460,1698,0,4376,1478,2159,1019,6834,3107,1368,13107,0,6793,0.893,0.933,0.91,0.838,6.402,4.874,1.855,5.104,1.308,1.854,12.214,5.003,0.99,5.6,2.05,5.42,2.12,2.41,1.9,13.31,10/01/09/05@11/02/01@11/04/01@11/06/01@16/01@16/03/03@42/10/03@42/10/07
4134,3626,2240,1351,0,3599,1378,5118,1609,2,2763,1264,1692,818,4318,2740,1645,2234,0,1625,0.857,0.938,0.885,0.778,6.052,3.101,1.127,4.456,1.303,1.264,5.622,-0.291,0.94,3.13,2.18,5.3,2.3,1.55,1.54,9.47,12/01/01@16/01
2442,1684,1414,3371,0,2168,1983,2785,1741,0,1591,971,2057,1109,1854,1403,1280,1582,0,2242,0.863,0.91,0.886,0.971,0.786,0.553,0.662,0.687,0.879,1.068,0.498,0.334,1.12,0.67,0.63,0.74,0.93,1.16,0.75,0.51,01/05@14/07/02/01
6300,4510,1251,4525,0,3229,3062,3260,1400,0,1586,968,4854,996,3656,3442,1297,3044,0,4256,0.926,0.944,0.969,1.26,1.308,0.857,0.713,0.555,0.785,0.899,0.574,0.686,1.29,0.86,0.68,0.55,0.81,0.93,2.39,0.61,02/45/11@10/03/03@20/01/21@20/09/07@20/09/13@20/09/14@20/09/16@20/09/18/09/01@34/11/03/07@42/07@42/25@42/29@43/01/03/05
4799,3503,1291,2813,0,4499,2690,4406,1922,0,1687,1037,6474,1483,2033,1219,1038,2750,0,3250,0.929,0.898,0.939,1.127,1.185,1.52,1.6,1.558,1.763,1.458,1.439,0.977,1.22,1.6,1.71,1.67,1.73,1.7,2.23,1.44,14/04@16/01@20/01/10@20/09/16@20/09/18/09/01@42/04/03
5818,4122,1244,4052,0,3303,2064,2950,1552,0,1865,1306,5260,1030,2873,3467,1115,2258,0,3487,0.857,0.872,0.92,1.19,0.994,1.37,0.883,0.558,0.564,0.609,0.88,0.75,1.33,1.44,1,0.61,0.59,0.63,2.6,0.89,10/01/03@16/03/01
4286,3477,1688,6629,0,3913,2957,4270,1472,0,2120,1514,3485,1240,4708,3412,1621,2889,0,5510,0.819,0.947,0.928,0.916,0.976,1.079,1.255,1.387,1.159,1.3,1.036,0.915,1.07,1.16,1.33,1.44,1.35,1.45,2.22,1.03,01/05/03@02/19@14/07/02@40/01
1960,1101,1510,1417,0,1714,1033,2600,1532,0,1592,1205,3424,1579,2363,11861,1222,1336,0,2629,0.736,0.917,0.903,1.076,0.882,1.094,0.274,0.134,0.113,0.097,1.45,1.108,1.51,1.51,0.35,0.15,0.12,0.1,0.15,1.45,10/01/03@10/01/05/01@10/03/01/01@10/03/03@11/02/03/04@14/07/05@14/10@14/13/01/01@16/01@16/19/03@20/09/13@20/09/18/09/01@30/01/05/01/04@32/01/07@32/01/09@34/11/03/07@42/04/05@43/01/03/09
4003,3582,2180,1811,0,3329,1355,3904,1530,0,2478,1078,2169,796,4048,1117,1776,4782,0,3512,0.872,0.857,0.775,0.799,5.437,2.589,4.892,7.886,1.15,4.54,0.517,7.356,0.94,2.77,5.74,9.85,2.96,5.45,2.09,1.93,01/05/25@02/01/03@11/02/03/04
3849,2466,1144,2688,0,2451,1943,3152,1698,0,1888,1130,3827,986,2762,2050,1340,2445,0,3507,0.946,0.889,0.949,1.38,0.814,0.897,1.062,0.943,1.195,1.124,1.051,1.22,1.47,0.97,1.15,0.99,1.26,1.17,1.55,1.09,10/01/03/05@10/01/05/01@16/03/01
6783,5250,1190,3599,0,5512,1948,5504,2423,0,1609,925,7877,1424,2131,1154,1068,8995,0,14305,0.931,0.769,0.927,1.13,1.199,3.458,3.356,2.563,2.652,1.892,3.71,3.756,1.17,3.44,3.88,2.81,2.67,1.97,1.41,3.67,01/03@01/04@01/05/02/04@01/05/02/07@02/01/03@16/17/07@20/03/09@30/01/05
3723,2934,1161,4404,0,2333,1264,2301,1452,0,1717,1093,3183,932,1775,1131,1221,2708,0,4617,0.93,0.645,0.906,0.917,0.919,1.662,2.337,1.834,1.623,1.403,4.486,5.63,1,1.71,4.08,2.08,1.76,1.54,2.28,5.33,20/01/07@20/01/13@20/09/04@20/09/18/07@34/11/03/13
2701,2067,1883,1370,0,2105,1133,2480,1528,0,2301,1753,1730,994,2578,2268,1548,3812,0,2558,0.869,0.883,0.831,0.861,2.009,1.501,0.984,0.697,0.47,0.849,5.067,1.716,1,1.84,1.14,0.87,0.87,0.9,1.01,6.37,01/03/10@30/01/09/07
2994,2072,1657,3244,0,2784,1953,3694,1865,0,1623,1019,3109,1096,2630,1899,1220,2954,0,5973,0.933,0.933,0.947,1.163,0.892,1.15,2.532,2.792,1.972,1.359,1.755,2.67,1.18,1.2,2.62,2.72,2.09,1.35,1.75,1.68,01/06/10@11/02/03/04/01@16/03/01@42/19
4626,3493,2280,2397,0,4542,2228,6611,2018,0,1888,1162,5981,1378,4547,4525,1270,7494,0,19120,0.962,0.926,0.95,1.209,4.721,2.195,2.957,3.195,1.24,0.841,6.713,9.523,1.2,2.36,2.86,3.2,1.32,0.92,3.31,7.49,12/01/01@12/04@16/01
5847,5449,1198,1546,0,3698,2793,2816,1675,0,1852,1226,4287,1108,2231,2061,1160,1395,0,2136,0.936,0.863,0.946,0.858,1.37,1.12,1.199,0.553,0.544,0.657,0.722,0.93,0.91,1.16,1.32,0.57,0.58,0.8,1.23,0.86,10/03/01/01/09@10/03/03@11/02/03/01@11/02/03/04/01
6691,5303,1677,10256,0,3378,24167,7771,1871,2,1707,1045,9434,1984,2394,1879,1276,4783,0,15360,0.91,0.811,0.968,1.043,0.11,0.071,0.731,0.598,1.273,1.006,0.242,5.783,1.11,0.08,0.51,0.59,1.33,1.05,3.39,0.25,01/01/03/01/02@01/01/03/02/01@01/01/03/02/02@01/01/03/03/02@01/01/03/05/02@01/02@02/10@16/21/07@42/01
3819,3036,1264,6216,0,3364,2318,4370,1430,0,1552,1033,3073,1434,3210,3601,930,2407,0,1800,0.935,0.943,0.897,1.047,0.977,1.269,1.576,1.036,0.87,0.686,1.108,1.434,1.11,1.29,1.68,1.18,0.98,0.74,0.52,1.08,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
3561,2380,1132,2047,0,2917,2510,2750,1789,0,1659,972,3408,1077,1888,1043,1080,1451,0,2013,0.916,0.851,0.965,1.19,0.561,0.846,1.15,1.457,1.812,2.055,1.006,0.606,1.25,0.9,1.35,1.56,2,2.03,2.18,1,10/01/09/05@14/07/04@42/10/03
3177,2053,1112,2616,0,2618,2430,2835,1847,0,1619,966,2865,960,1840,1340,1052,1216,0,1676,0.89,0.895,0.957,1.149,0.564,0.751,0.95,0.811,0.856,1.087,0.834,0.558,1.28,0.78,1.09,0.82,0.94,1.13,1.44,0.9,14/07/07@18/02/01
3576,2235,1159,3229,0,2483,1638,3208,1433,0,1462,808,3414,932,2911,2648,1291,2239,0,3646,0.875,0.93,0.948,1.096,1.062,1.217,1.115,1.009,1.055,0.915,1.603,1.201,1.45,1.27,1.12,1.07,1.1,0.93,2.45,1.73,01/03@01/04@10/01/02@10/01/05/01@10/01/05/03@10/03/01/01/09@10/03/04/03@10/03/04/05@11/02@11/04/01@11/04/03/01@16/03/01@16/03/03@16/19/03
4308,2971,1278,2909,0,4092,3310,3564,1449,0,1868,1335,9998,940,6427,2886,1542,2306,0,4317,0.89,0.903,0.959,1.117,1.428,0.994,1.143,1.242,1.715,2.351,1.241,1.035,1.3,1.08,1.3,1.31,1.79,2.41,2.15,1.35,16/01@20/01/10@20/09/07/25@42/09
5779,4160,1282,2706,0,5362,3848,4442,1955,0,1843,1058,5531,1215,3042,2248,982,1008,0,1216,0.918,0.919,0.948,1.176,1.527,1.225,1.12,1.537,1.529,1.215,1.195,0.885,1.24,1.3,1.21,1.6,1.59,1.24,1.95,1.31,10/03/01/01/01@11/02/03/01/01@11/02/03/04
1544,928,1340,1393,0,1515,914,1793,1291,0,1706,1271,1590,1028,1378,1056,1639,855,0,1207,0.491,0.763,0.597,0.591,0.721,0.938,0.559,0.514,0.916,0.694,0.69,0.285,1.28,1.13,0.78,0.72,1.07,1.06,1.95,0.54,01/05/25@10/01/09/05@11/02/03/04@34/11/03/07
4358,4393,1247,6015,0,2948,2223,4447,1555,0,1498,1018,3105,1174,3292,2665,888,4758,0,4285,0.94,0.94,0.963,0.857,1.028,1.12,1.225,1.523,1.546,1.068,1.101,1.092,0.84,1.12,1.34,1.5,1.62,1.1,0.29,1.12,01/01/06/05@01/05/13/03@01/07/01@16/21/07
4160,3387,1194,2857,0,3295,3598,2561,1340,0,1619,1027,5734,1025,3752,5611,1488,1761,0,4521,0.923,0.921,0.975,0.944,1.246,0.696,0.518,0.457,0.53,0.49,1.42,1.62,1.05,0.71,0.56,0.45,0.54,0.54,1.78,1.51,01/04@01/05/25@10/03/01/01/03@11/02/03/04@14/07/03@20/01/03/01
11442,8888,1325,10899,0,8621,10643,7358,1417,0,2008,1235,20802,1175,13789,10302,1305,2236,0,4823,0.886,0.956,0.97,1.041,0.643,0.735,0.928,0.886,1.289,1.246,0.88,0.607,1.22,0.74,0.93,0.9,1.33,1.31,1.63,0.88,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
4302,3060,1279,2617,0,3939,5457,3525,1787,0,1679,975,3681,1223,2110,1328,1020,1504,0,2161,0.854,0.899,0.962,1.01,1.125,0.556,0.879,1.118,1.855,1.397,0.761,0.977,1.17,0.56,0.95,1.15,1.63,1.49,1.35,0.76,01/04/04@01/05/25@02/19@10/01/03@10/01/05/01@10/01/09/05@10/03/01/01/03@10/03/01/01/05@10/03/01/01/09@10/03/01/01/11@10/03/02/01@10/03/03@10/03/04/07@11/02/03/01/01@11/02/03/04@14/07/03@16/01@16/03/01@16/03/03@16/19/03@18/01/01@18/02/01/01@30/01/05/01/03@30/01/05/01/06@34/05/01@34/11/03/07@40/01@42/10/03@43/01/03/05
2875,1950,1241,1703,0,2390,1605,2140,1368,0,1592,1057,4119,1049,2602,3533,1128,1560,0,2932,0.834,0.819,0.96,0.904,2.372,1.147,0.682,0.403,0.551,0.503,1.608,0.924,1.14,1.22,0.82,0.41,0.61,0.52,3.11,1.69,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
2969,2079,2766,6033,0,2756,2301,3296,1501,0,2332,1430,2511,1176,3624,5300,1570,3976,0,4832,0.845,0.827,0.855,0.97,1.326,0.902,1.208,1.798,0.753,0.511,1.408,2.974,1.19,0.94,1.41,2.08,0.94,0.55,0.51,1.46,02/11@20/01/01/01@20/01/15@20/03/22@34/01/01/03
2394,1631,1836,3444,0,2322,1802,2456,1352,0,2106,1570,1884,1100,2639,2140,2036,3194,0,2749,0.696,0.897,0.896,0.744,0.891,0.907,0.821,0.919,0.81,0.946,0.77,0.829,1.15,0.96,0.89,0.98,1.22,1.16,1.04,0.84,12/10@16/17/09@16/19/03
3903,3014,1082,1603,0,2911,1708,4109,1450,0,1417,837,2687,1016,2790,2225,1310,3834,0,3198,0.934,0.946,0.953,1.064,5.385,1.542,1.224,1.118,0.946,1.07,9.964,6.451,1.12,1.59,1.28,1.17,1,1.17,1.67,12.62,11/04/01@16/03/03
2668,1809,1116,2196,0,2253,1609,3010,1451,0,1315,848,2293,1078,2116,1662,1326,1946,0,2004,0.897,0.952,0.953,1.116,1.425,1.009,1.27,1.165,0.922,0.963,1.134,1.088,1.2,1.14,1.4,1.19,1.14,1.09,1.2,1.29,14/04@20/09/07@20/09/13@42/01@42/25
2048,1340,1144,1538,1,2334,2728,2439,1695,0,1552,913,2530,1382,1344,1502,1096,1168,0,1619,0.913,0.849,0.953,0.842,2.666,0.483,0.444,0.426,0.322,0.339,0.571,0.791,0.97,0.53,0.65,0.45,0.5,0.45,2.38,0.62,01/05@14/07/02/01@14/07/02/02@42/01
