@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
3289,2150,1050,0,3953,2518,2842,1338,0,2235,1198,1965,812,0,1606,1082,0,2222,1455,0,2191,1166,1127,0,1.25,0.68,1.37,1435,1037,1025,1504,1153,12/01/01@42/16
3005,1639,796,0,3280,1968,2389,1098,0,1666,923,1382,624,0,1318,1270,0,2052,1473,0,1604,756,601,0,1.06,0.55,1.41,1312,743,848,1291,758,14/04@20/01/10@20/09/07/05@20/09/07/27
4262,1650,822,0,5682,2080,4543,1098,0,2327,865,1560,605,0,1352,1238,0,2064,1399,0,2131,739,612,0,1.2,2.14,0.72,3602,1462,1392,3445,955,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
4750,2348,1192,0,4473,2753,3219,1690,0,4159,1584,3262,1081,0,1589,1086,0,2554,1876,0,3123,1118,801,0,0.93,1.13,1.03,1720,2575,2005,1529,2181,10/03/01@42/01
22570,2792,1421,0,8749,2205,8561,1263,0,29484,2810,28932,2951,0,2089,1146,0,2495,1620,0,9797,1030,738,0,0.88,2.55,1.35,6544,26674,8767,7298,25981,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/17/07@16/19/03
4033,2137,1097,0,4413,2676,3588,1693,0,3106,1273,2304,856,0,1451,1190,0,2406,1730,0,2935,976,736,0,0.8,1.37,1.22,1737,1833,1959,1895,1448,01/04@01/06/06/11@01/06/10
2497,1619,830,0,2970,1958,1944,1059,0,1358,856,945,563,0,1378,1375,0,1976,1363,0,1221,712,578,0,1.41,1.01,1.2,1012,502,509,885,382,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
3130,1994,1018,0,4533,2450,3707,1402,0,2297,1134,1953,709,0,1559,1014,0,2174,1400,0,2006,895,655,0,1.07,1.18,1.2,2083,1163,1111,2305,1244,20/09/07/03
3373,2028,966,0,4410,2416,3211,1312,0,2434,1143,1912,714,0,1508,1128,0,2100,1417,0,2220,928,705,0,1.08,0.91,1.23,1994,1291,1292,1899,1198,01/01@01/03/01@01/03/04
4202,2627,1286,0,3660,2191,2627,1152,0,3180,1233,2012,735,0,1860,1033,0,2220,1273,0,2341,882,632,0,1.16,1.65,1.09,1469,1947,1459,1475,1277,14/07/05@14/13/01
3092,2016,1014,0,4167,2371,3035,1240,0,2234,1115,1636,751,0,1519,1168,0,2238,1402,0,1905,884,638,0,1.14,1.08,1.04,1796,1119,1021,1795,885,01/03/16@10/01/05/01@10/01/05/03/01@10/01/09/03@10/03/01/03@10/03/02/01@16/01@16/03/01@32/01/09@42/01
3161,2133,1045,0,3737,2721,2426,1625,0,2175,1234,1582,897,0,1484,1067,0,2320,1645,0,1909,1022,782,0,1.07,1.1,1.25,1016,941,887,801,685,10/03/01/01/01@11/02/03/01/01@11/02/03/04
4504,2630,1222,0,3355,2331,2222,1285,0,3799,1480,3222,1128,0,1888,1119,0,2224,1462,0,2130,1124,752,0,1.08,1.41,1.05,1024,2319,1006,937,2094,14/04@20/09/07@20/09/13@20/09/16/09/03@42/25
2631,2064,1030,0,3049,2459,1896,1442,0,1550,1125,1129,740,0,1471,1125,0,2200,1557,0,1411,916,683,0,1.32,0.76,1.23,590,425,495,454,389,34/11/03/07
2992,2017,1029,0,3550,2600,2416,1649,0,2136,1182,1781,805,0,1461,1122,0,2095,1570,0,2039,912,654,0,1,1.23,1.32,950,954,1127,767,976,01/03/16@10/01/03@16/03/01@16/03/03@16/17/07@42/01
4468,2085,1116,0,4746,2536,4287,1531,0,3756,1222,3425,825,0,1500,1261,0,2198,1578,0,3427,980,724,0,0.83,1.37,1.3,2210,2534,2447,2756,2600,40/01/03@42/01@42/04@43/01/03/05
10179,2646,1353,0,7545,2247,6194,1237,0,7347,1270,4642,800,0,1890,1136,0,2197,1245,0,7376,1414,868,0,0.97,2.84,0.83,5298,6077,5962,4957,3842,10/01/03@20/01/03@20/09/04@42/16
2606,1967,953,0,3579,2360,2193,1281,0,1653,1075,1161,705,0,1572,1216,0,2151,1352,0,1714,924,643,0,1.63,0.82,1.22,1219,578,790,912,456,02/13
2818,2044,1099,0,3371,2437,2381,1489,0,1932,1209,1662,794,0,1539,1137,0,2263,1689,0,1760,907,658,0,1.19,0.6,1.35,934,723,853,892,868,10/03/01
3102,1976,1064,0,3745,2397,3044,1470,0,1973,1166,1637,859,0,1530,1361,0,2146,1606,0,1820,829,668,0,1.08,0.83,1.45,1348,807,991,1574,778,99
3683,2354,1081,0,3585,2259,2301,1201,0,2510,1152,1977,728,0,1674,1049,0,2022,1168,0,2159,998,744,0,1.3,1.16,1.23,1326,1358,1161,1100,1249,01/04@02/13/03@02/45@16/17
3871,2304,1055,0,3546,2225,2214,1188,0,2415,1208,1772,764,0,1697,1024,0,2144,1322,0,2098,1007,1094,0,1.25,0.41,1.15,1321,1207,1091,1026,1008,01/03/04
3737,2319,1060,0,3640,2320,2494,1211,0,2377,1199,1698,772,0,1695,1123,0,2154,1307,0,2019,950,710,0,1.36,1.89,1.32,1320,1178,1069,1283,926,14/07/11@14/13
3139,1878,984,0,4771,2263,3858,1166,0,2224,1033,1577,698,0,1498,1220,0,2172,1416,0,2082,900,663,0,1.09,1.07,0.92,2508,1191,1182,2692,879,14/07/05@14/13/01@16/01
3119,2269,994,0,3903,2253,2529,1179,0,1906,1185,1155,704,0,1610,1035,0,2152,1330,0,1512,928,646,0,1.88,1.28,1.72,1650,721,584,1350,451,10/03/01@10/03/05/01@16/01@42/04/05
3157,1910,972,0,4061,2200,2999,1165,0,2104,955,1844,638,0,1493,1231,0,2040,1360,0,1764,853,629,0,1.04,0.99,0.82,1861,1149,911,1834,1206,20/01/27@20/03/25@20/09/16@32/07
4284,2089,1112,0,4406,2482,3600,1410,0,2806,1148,2213,759,0,1685,1414,0,2158,1524,0,2500,888,673,0,0.92,1.12,1.05,1924,1658,1612,2190,1454,01/06/02/01@01/06/02/02@14/07/01
3586,2438,1166,0,3235,2501,2115,1483,0,2929,1505,2543,1056,0,1581,984,0,2542,1763,0,2136,1294,826,0,1.08,1.09,1.06,734,1424,842,632,1487,01/04@02/13@12/07
3079,2043,1061,0,3573,2426,2511,1403,0,1995,1131,1632,820,0,1524,1359,0,2073,1437,0,1856,873,645,0,0.94,1.05,1.28,1147,864,983,1108,812,99
4332,2358,1164,0,3865,2490,2679,1510,0,3426,1396,3026,1036,0,1761,1173,0,2530,1794,0,2364,1170,804,0,1.12,0.88,0.93,1375,2030,1194,1169,1990,10/01/03@10/01/05/01@10/01/09/05@10/03/01/03@16/03/03@32/01/09@42/10/03
11327,2039,1123,0,11199,2337,9019,1430,0,7759,1225,3687,759,0,1567,1169,0,2262,1614,0,7147,865,631,0,0.92,8,0.85,8862,6534,6282,7589,2928,10/01/09/05@11/02/01@11/02/03@11/04/01@11/04/03/11@16/03/03@16/19/03
4764,2342,1103,0,4595,2438,3073,1330,0,2953,1232,2021,734,0,1857,1164,0,2354,1470,0,2489,1062,800,0,1.27,1.3,0.82,2157,1721,1427,1743,1287,10/03/01/01/11@20/09/14@42/04
4864,2351,1111,0,5723,2494,4649,1431,0,3376,1183,2522,720,0,1676,1188,0,2243,1369,0,4744,1106,842,0,1.03,0.84,1.16,3229,2193,3638,3218,1802,01/02/02@01/06/02/02@01/06/02/03
9065,1953,990,0,12824,2308,18942,1238,0,6976,1057,14564,737,0,1549,1390,0,2057,1470,0,5725,841,748,0,0.87,0.26,2.13,10516,5919,4884,17704,13827,14/13/01@14/13/04/02
18905,1952,1012,0,22948,1948,24145,1037,0,12878,1027,16765,713,0,1530,1280,0,2072,1505,0,20361,861,666,0,0.86,1.62,1.37,21000,11851,19500,23108,16052,01/05/06/07@01/06@02/01@02/16/01@16/17/09@32/07
8122,2451,1194,0,6221,2661,5067,1573,0,7177,1711,5913,1244,0,1677,1123,0,2677,1861,0,5210,1336,856,0,0.99,1.58,0.99,3560,5466,3874,3494,4669,01/05/03@02/19@42/01@43/01/03/09
10209,2390,1131,0,7562,2632,6626,1660,0,11504,1922,8378,1384,0,1561,997,0,2785,1812,0,8524,1376,864,0,0.84,3.84,1.08,4930,9582,7148,4966,6994,20/01/10@20/01/21@20/09/01
9054,2012,1062,0,8857,2363,9316,1417,0,7476,1185,4540,819,0,1443,1141,0,2298,1638,0,7677,855,606,0,0.79,3.1,0.86,6494,6291,6822,7899,3721,12/04/01
5270,1939,1027,0,5327,2308,3856,1305,0,3502,1153,3189,793,0,1342,1194,0,2364,1661,0,3082,839,656,0,1.02,0.39,1.03,3019,2349,2243,2551,2396,01/05/03/01/04@01/05/25@18/02/01/01
30021,2493,1345,0,24903,2961,25499,2082,0,28303,2868,28070,2874,0,1719,1214,0,2870,2097,0,19235,1406,1020,0,0.93,1.13,1.06,21942,25435,17829,23417,25196,99
4199,1861,990,0,4191,2267,3330,1296,0,2484,1091,2213,720,0,1325,1134,0,2090,1554,0,2148,787,612,0,1.03,0.81,1.06,1924,1393,1361,2034,1493,99
13474,2369,1146,0,14707,2580,13280,1460,0,11240,1376,8196,914,0,1973,1246,0,2247,1358,0,10114,1698,898,0,0.97,4.27,0.92,12127,9864,8416,11820,7282,01/05@01/20/35/01@02/01@02/16/01@16/17/09@42/01
5995,1877,985,0,6711,2010,5732,1002,0,3976,977,2658,625,0,1488,1219,0,2077,1439,0,3699,840,647,0,1.1,1.93,0.85,4701,2999,2859,4730,2033,20/01/01/01/01@20/09/18@34/01/01/01
4857,1788,930,0,6075,2066,5057,1112,0,3680,990,2645,615,0,1394,1205,0,2036,1352,0,3627,843,634,0,1.11,1.41,0.91,4009,2690,2784,3945,2030,01/05/02/04@01/05/02/07@01/20/15@02/01@16/01@16/17/07
5781,2232,1103,0,6220,2497,4886,1372,0,3872,1207,2879,748,0,1737,1195,0,1883,1355,0,3384,1106,788,0,1.15,1.76,0.99,3723,2665,2278,3514,2131,10/03/01@10/03/02@12/07
4762,1892,971,0,5461,2094,3908,1094,0,3037,921,2127,595,0,1280,1155,0,2039,1268,0,3047,759,572,0,1.23,1.69,1.02,3367,2116,2288,2814,1532,16/03/01@16/03/03@20/01/21@32/01/09@42/10/03
5213,2322,1141,0,4520,2615,2931,1615,0,4354,1620,3877,1208,0,1501,1041,0,2704,2021,0,2991,1042,767,0,0.97,0.6,1.06,1905,2734,1949,1316,2669,10/03/01@12/04/01@14/01@16/01@32/01/07
2731,1764,927,0,3029,2193,1969,1269,0,1705,1083,1303,761,0,1348,1329,0,2127,1606,0,1337,798,578,0,1.09,0.57,0.93,836,622,539,700,542,01/06/02/01@10/03/01@10/03/02@11/02/03/04@43/01/03/09
5160,1790,894,0,5217,2178,4290,1177,0,3277,1101,2364,789,0,1339,1384,0,2198,1647,0,2924,788,607,0,0.98,0.86,1.16,3039,2176,2136,3113,1575,01/04@12/04/01@12/04/02@16/19/03@42/01
4687,2376,1262,0,4346,2859,2969,1781,0,3638,1560,4850,1179,0,1548,1136,0,2445,1882,0,3059,1290,952,0,1.05,0.21,1.43,1487,2078,1769,1188,3671,14/13/01@18/01/07@18/02/01/02/03@42/25
3922,1797,937,0,4375,1978,3129,1018,0,2238,913,1643,603,0,1437,1204,0,2033,1317,0,2265,800,628,0,1.08,1.11,0.91,2397,1325,1465,2111,1040,01/04@10/03/01@10/03/03@14/07/03@14/10@20/09/18/09/01@42/04/03@43/01/03/05
4498,2112,979,0,5603,2463,4106,1305,0,3189,1204,2285,766,0,1612,1122,0,2130,1340,0,2567,865,619,0,1.01,1.97,0.81,3140,1985,1702,2801,1519,10/01/09/05@11/02/03/04@14/07/04@40/20
4336,2215,1117,0,5110,2553,3759,1450,0,3288,1204,2108,742,0,1619,1083,0,2268,1438,0,2723,1120,868,0,1.13,1.24,0.72,2557,2084,1603,2309,1366,01/05/25@10/03/02@11/02/03/01@11/02/03/04@18/02/01
4408,2260,1167,0,4512,2928,2845,1769,0,3738,1600,2819,1106,0,1615,1010,0,2564,1857,0,2774,1266,875,0,1.33,1.81,0.76,1584,2138,1508,1076,1713,01/05@14/07/02/02@42/01
13816,1911,946,0,14306,2185,12917,1279,0,10165,1123,10390,809,0,1785,1600,0,2119,1614,0,7863,871,656,0,1,1.56,1.18,12121,9042,6992,11638,9581,10/01/09/05@10/03/04/03@11/02/03/04@16/03/01@42/10/03
7917,2313,1156,0,5014,2783,3616,1748,0,4180,1544,3145,1116,0,1496,1055,0,2480,1838,0,3100,1192,853,0,0.93,1.3,0.83,2231,2636,1908,1868,2029,11/02/01@11/02/02@11/02/03/01
8299,1672,841,0,9049,1933,6772,988,0,5102,917,4367,631,0,1312,1304,0,2068,1412,0,5095,772,628,0,1.25,1.96,1.15,7116,4185,4323,5784,3736,20/09/07/03
6231,1634,820,0,6763,1822,5120,924,0,3871,949,3776,683,0,1344,1408,0,2004,1412,0,2868,761,651,0,1.18,0.2,0.93,4941,2922,2107,4196,3093,02/11@02/13/01@02/13/03@20/01/15
9984,2081,1094,0,10417,2798,9952,1879,0,7219,1371,6457,1015,0,1477,1214,0,2446,1746,0,6023,1096,792,0,0.91,1.07,1.03,7619,5848,4927,8073,5442,01/06@14/04@18/02/01
4174,2147,1043,0,5193,2723,4253,1774,0,2754,1309,1930,893,0,1461,1077,0,2436,1706,0,2541,1034,745,0,1.08,2.08,1.01,2470,1445,1507,2479,1037,11/04/02@11/06/02@12/04/01
8482,2574,1243,0,5987,2081,5893,1117,0,6050,1189,3199,756,0,1721,969,0,2228,1240,0,4666,933,593,0,1,5.27,0.86,3906,4861,3733,4776,2443,20/01/03@20/01/27@20/03/25@20/09/16@32/07/05
34219,2633,1288,0,26329,2273,19954,1240,0,28023,1217,21264,819,0,1878,1165,0,2424,1390,0,22560,1199,774,0,0.97,5.23,0.91,24056,26806,21361,18714,20445,12/01/01@12/04@16/01@16/03/03
4619,2048,1034,0,6421,2550,4578,1346,0,3510,1114,3452,749,0,1504,1034,0,2192,1424,0,3222,924,697,0,1.03,1.41,1.37,3871,2396,2298,3232,2703,14/04@20/01/10@20/03@20/09/04
15702,2448,1222,0,12942,2262,10498,1239,0,10762,1225,8309,736,0,1869,1106,0,2348,1326,0,9159,926,676,0,1,1.65,0.83,10680,9537,8233,9259,7573,01/05@02/01@02/08@02/10@14/10@16/01@16/21/15
7212,2521,1171,0,5450,2219,3720,1129,0,4685,1199,2812,715,0,1689,1053,0,2229,1279,0,3965,1120,782,0,1.1,3.64,0.85,3231,3486,2845,2591,2097,11/02/01@11/04/01@11/06/01@12/01@16/01@16/03/03
5284,2515,1174,0,3579,2348,2186,1327,0,4453,1441,4486,1034,0,1739,1019,0,2249,1511,0,2643,1080,746,0,1.21,1.38,0.97,1231,3012,1563,859,3452,12/01/01
4627,2479,1157,0,3358,2303,2057,1286,0,3510,1480,2668,1022,0,1610,1047,0,2302,1596,0,2195,1184,769,0,1.13,0.95,0.79,1055,2030,1011,771,1646,16/17/01@20/01/01/01@20/03@20/09/03@20/09/04
8840,2508,1231,0,5266,2365,4252,1328,0,8710,1609,7374,1168,0,1711,982,0,2312,1584,0,4668,1325,862,0,0.97,2.08,1.01,2901,7101,3343,2924,6206,01/03/16@10/01/05/01
5124,2033,1111,0,6031,2465,4740,1446,0,3562,1199,2857,847,0,1543,1323,0,2224,1634,0,2888,1007,712,0,1.06,1.15,1.01,3566,2363,1881,3294,2010,10/01/02@10/01/03/05@10/01/05/01@10/01/05/03/01@10/01/05/03/03@10/01/09/05@10/01/11@10/03/01/01@10/03/04@16/01@16/03/01@16/19/03@34/05/01
4771,1861,971,0,6635,2418,5085,1358,0,3413,1082,2980,711,0,1527,1220,0,2162,1376,0,3115,885,632,0,1.04,2.12,0.96,4217,2331,2230,3727,2269,01/03/01@01/04@01/05/25@10/03/01@10/03/03@10/03/04/09@11/02/03/04@16/01@16/19/05@18/02/01/01/05@20/09/07@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@30/05@32/01/03@32/05/03@34/05/01@34/07/02@34/11/03/03@34/11/03/07@34/11/03/13@40/01/03/01@40/01/03/03@40/10/02@42/01@42/04/03@42/04/05@42/29@43/01/03/05
3452,2371,1103,0,4275,2313,4342,1189,0,1844,1138,1459,709,0,1703,940,0,2177,1289,0,1402,923,660,0,1.43,0.41,1.05,1962,706,479,3153,750,01/03/01@01/04@10/03/01@14/04@16/01@16/19/03@16/19/05@20/01/10@20/09/07/03@20/09/13@20/09/18/09/01@30/01/05/05/01@42/08@42/22
3254,2224,1045,0,3300,2339,1930,1175,0,1977,1129,1356,705,0,1673,999,0,2034,1151,0,1535,928,642,0,1.59,1.16,1.12,961,848,607,755,651,10/01/09/05@11/02/03/04@14/07/04
3998,1957,1006,0,7029,2220,6662,1272,0,2868,1091,2581,720,0,1588,1270,0,2186,1414,0,2635,920,663,0,0.84,1.31,1.15,4809,1777,1715,5390,1861,01/03/01@01/03/13@01/04@01/05/13@01/05/25@10/03/01@10/03/03@12/01@12/04@16/01@16/03@16/19/05@18/02/05@20/09/18/09/01@30/01/05/01@30/01/05/05/01@30/01/09/07@32/01@34/11/12@40/01/03@40/10@40/20@42/01@42/04@43/01/03/05@43/01/03/06@43/01/03/09
4768,1987,1043,0,5103,2475,4088,1475,0,3075,1177,2722,784,0,1437,1156,0,2156,1554,0,2530,915,695,0,1.01,0.84,0.96,2628,1898,1615,2613,1938,01/04@01/06@20/09/18/09/01@30/01/09/11@42/01
4145,2428,1119,0,4852,2597,4518,1530,0,3293,1565,2608,1136,0,1536,1055,0,2591,1782,0,2334,1306,800,0,1.06,1.78,0.94,2255,1728,1028,2988,1472,10/01/09/05@11/02/03/04@16/01@42/10/03
6732,2499,1210,0,5014,2436,3263,1409,0,6566,1402,4005,940,0,1813,1012,0,2508,1686,0,4635,1335,816,0,1.06,4.31,0.76,2578,5164,3300,1854,3065,01/06/06/11@02/11/05@16/21/01@20/01/15
7507,2375,1122,0,6988,2406,4821,1313,0,5194,1263,3100,763,0,1835,1071,0,2213,1287,0,3476,974,660,0,1.02,2.39,1.04,4582,3931,2502,3508,2337,11/02/01@11/02/02@16/01@16/03/01
4560,1992,1008,0,6355,2204,6017,1204,0,3476,1043,3232,706,0,1438,1216,0,2120,1408,0,3183,872,607,0,0.91,1.1,1.18,4151,2433,2311,4813,2526,01/03/16/01@02/13@11/04@16/03/03@18/02/01/01
