@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
5926,1882,6040,975,0,5538,2115,5307,1250,0,4166,1228,3884,910,4361,1077,3265,777,0,1831,1783,0,6842,2125,1624,0,3390,903,681,0,0.8,0.84,0.99,1.32,0.96,1.15,1.01,0.76,1.15,0.87,4044,3423,3284,2487,5065,4057,2974,2488,14/01@14/07@20/01/15
8913,2243,7168,1148,0,10167,2593,8055,1400,0,6306,1442,4408,1009,7377,1337,5277,914,0,1915,1375,0,7864,2283,1474,0,5603,2081,1376,0,1.11,1.14,1.43,1.38,1.74,1.87,0.7,0.72,0.4,0.53,6670,7574,6040,3522,6020,6655,3399,4363,12/04/01@42/16
5332,2234,4571,1158,0,6273,2795,5609,1634,0,6204,2059,5111,1587,5417,1592,3898,1146,0,1577,1116,0,4885,2559,1813,0,4057,1217,911,0,0.91,0.87,1.18,1.39,1.52,1.57,0.85,0.72,0.74,0.64,3098,3478,3825,2840,3413,3975,3524,2752,11/02/03/04@30/01@43/01/03/05
2529,1791,1476,925,0,2618,1993,1687,1162,0,1501,1141,1219,797,1862,1117,1366,762,0,1813,1693,0,2861,2026,1588,0,1226,742,569,0,1.34,1.19,0.85,1.23,1.01,0.78,1.18,0.81,1.12,1.28,738,625,745,484,551,525,422,604,20/09/07/27@43/01/03/09
3088,2346,1732,1152,0,3327,2692,2006,1609,0,2551,2007,2209,1516,2101,1498,1667,1037,0,1448,935,0,2866,2470,1892,0,1601,1082,818,0,1.28,1.6,0.78,0.96,0.98,0.85,1.28,1.04,1.79,1.18,742,635,603,519,580,397,693,630,14/04
6307,2284,5504,1187,0,5876,2791,4911,1707,0,5606,2040,5297,1569,5474,1690,4793,1158,0,1665,1104,0,5040,2348,1795,0,4114,1199,970,0,0.93,0.96,0.96,1.04,1.08,1.48,1.04,0.96,1.03,0.68,4023,3085,3784,2915,4317,3204,3728,3635,01/01/05/01/02@01/05@01/07/01
3843,2146,2630,1023,0,4790,2537,3217,1376,0,3012,1324,2461,903,2740,1257,2121,882,0,1744,1282,0,3505,2254,1547,0,2208,1206,910,0,1.06,1.22,1.08,1.2,1.1,1.09,0.93,0.83,1.28,0.92,1697,2253,1483,1002,1607,1841,1558,1239,99
4306,2152,2887,1051,0,5017,2604,3242,1435,0,2929,1439,2359,1003,2907,1284,2290,827,0,1876,1336,0,3798,2297,1535,0,2519,1356,1109,0,1.17,1.34,1.1,1.11,1.1,1.18,0.91,0.9,1.18,0.85,2154,2413,1623,1163,1836,1807,1356,1463,99
4235,2146,2897,1062,0,4907,2548,3286,1433,0,2917,1472,2283,1054,2918,1351,2127,870,0,1881,1352,0,3892,2329,1498,0,2426,1286,922,0,1.14,1.27,1.18,1.25,1.43,1.71,0.85,0.8,0.84,0.58,2089,2359,1567,1140,1835,1853,1229,1257,99
5980,2764,3955,1348,0,3818,2286,2344,1285,0,3260,1518,2631,1184,4526,1612,3528,1138,0,1935,1095,0,4931,2379,1572,0,2256,1020,690,0,1.23,1.45,1.2,1.22,1.17,1.53,0.83,0.82,1.35,0.65,3216,1532,2914,1236,2607,1059,1447,2390,11/02/03/01/07@11/02/03/04@18/02/09
3376,2133,2125,1079,0,3877,2657,2557,1614,0,2726,1810,2362,1507,2176,1315,1696,921,0,1465,1068,0,3200,2372,1732,0,1669,961,690,0,1.19,1.29,1.07,1.11,1.13,1.09,0.93,0.9,0.84,0.92,1243,1220,861,708,1046,943,855,775,01/01/03/05@01/01/13@01/02/07@11/02/03/01@11/02/03/04@16/03/01
5245,2028,4461,1033,0,7413,2465,6456,1385,0,4137,1322,3843,900,4260,1145,3880,743,0,1710,1279,0,4357,2202,1375,0,3325,925,622,0,0.94,0.98,0.96,0.99,1.02,1.64,1.04,1.01,0.81,0.61,3217,4948,3115,2400,3428,5071,2943,3137,01/04@02/11@02/13/03@14/04@14/10@16/01@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
11421,1999,11553,1032,0,16765,2558,13994,1400,0,10286,1433,8769,1004,11463,1246,6719,803,0,1674,1170,0,8982,2239,1418,0,8570,975,658,0,0.9,1.13,1.14,1.73,1.82,3.78,0.88,0.58,0.34,0.26,9422,14207,10217,7595,10521,12594,7765,5916,01/20/19/01@01/20/35/01/01@20/01/01/01/01/01@20/03@20/09/18@32/05/01/03/03@34/01/01/01
4397,2674,2718,1279,0,3567,2333,2170,1211,0,2496,1346,1844,953,2377,1250,1712,812,0,1879,1042,0,3825,2238,1293,0,2381,1386,1102,0,1.2,1.29,1.29,1.25,1.45,1.22,0.78,0.8,0.73,0.82,1723,1234,1127,995,1439,959,891,900,43/01/03/05@43/01/03/09
7161,2071,7666,1132,0,8593,2584,7189,1503,0,6592,1743,5785,1342,5126,1216,4092,811,0,1547,1341,0,5352,2160,1558,0,5094,999,738,0,0.78,1.06,1.09,1.19,1.24,1.32,0.92,0.84,0.85,0.76,5090,6009,3910,4095,6534,5686,4443,3281,99
6318,2590,4510,1294,0,4285,2429,2872,1435,0,6116,1914,4593,1472,6350,1658,4724,1245,0,1761,1080,0,4962,2463,1716,0,3938,1194,798,0,1.16,1.29,1.35,1.35,1.34,1.69,0.74,0.74,0.96,0.59,3728,1856,4692,2744,3216,1437,3121,3479,02/13
3641,2058,2644,1117,0,3918,2434,2766,1475,0,2956,1665,2545,1241,2222,1175,1815,757,0,1553,1213,0,2860,2134,1526,0,1747,863,641,0,1.04,1.15,0.99,0.99,1.25,1.03,1.01,1.01,0.76,0.97,1583,1484,1047,884,1527,1291,1304,1058,10/03/01/01/09@10/03/04/03
4129,2024,3155,1005,0,3395,2276,2338,1270,0,1700,1248,1639,890,1850,1066,1617,710,0,1620,1140,0,2862,2040,1363,0,1637,881,683,0,0.98,1.05,0.6,0.86,0.6,0.21,1.67,1.16,4.17,4.76,2105,1119,784,756,2150,1068,749,907,01/03/16@02/13/03
3643,1897,2843,1011,0,4819,2178,4206,1166,0,2839,1215,2934,868,3042,1038,2537,681,0,1682,1239,0,3299,2028,1291,0,2339,924,683,0,0.95,0.87,0.79,1.08,1.04,1.33,1.27,0.93,1.05,0.75,1746,2641,2004,1415,1832,3040,2066,1856,14/04@20/09/01
3612,2494,2119,1165,0,3377,2493,2163,1440,0,3489,1740,3640,1283,2858,1478,2264,1050,0,1723,1128,0,3459,2400,1680,0,2206,1202,832,0,1.17,1.22,0.74,1.14,1.54,1.2,1.35,0.88,1.64,0.83,1118,884,1380,1004,954,723,2357,1214,43/01/03/05
3212,2401,1700,1182,0,3059,2560,1782,1443,0,2587,1810,2327,1380,2111,1362,1796,952,0,1639,1049,0,3117,2320,1648,0,1689,1295,868,0,1.57,1.47,0.82,0.89,1.29,0.59,1.22,1.12,1.75,1.69,811,499,749,394,518,339,947,844,01/04@01/06@10/03/01@14/07/03@20/09/18/09/01@30/01
4108,2031,3300,1022,0,4083,2345,3885,1382,0,3276,1438,4133,1126,2874,1150,6592,809,0,1492,1321,0,3140,2127,1588,0,2808,844,703,0,0.91,0.69,0.61,0.3,0.36,0.16,1.64,3.33,9.09,6.25,2077,1738,1724,1964,2278,2503,3007,5783,01/04@01/05/02/04@01/05/02/07@01/05/09/04@01/05/09/07@02/01@02/07@02/19@14/13@16/07@34/07@40/01
4561,2347,2883,1057,0,3919,2290,2526,1266,0,3062,1503,2581,1046,3194,1216,2337,772,0,1962,1225,0,3472,2109,1303,0,2421,1100,922,0,1.21,1.29,1.02,1.26,1.14,1.12,0.98,0.79,1.33,0.89,2214,1629,1978,1321,1826,1260,1535,1565,11/02/03/01@11/02/03/04
2902,1827,1855,922,0,3853,2200,2895,1148,0,1978,1165,1722,788,1903,1001,1509,661,0,1517,1262,0,2987,1989,1321,0,1694,795,601,0,1.15,0.95,0.87,1.06,1,0.92,1.15,0.94,1.45,1.09,1075,1653,902,899,933,1747,934,848,01/05/13/03@01/07/01@01/07/04
6074,2012,4636,1057,0,5967,2439,4826,1485,0,4222,1393,3539,1023,3994,1199,2280,803,0,1398,1069,0,4645,2344,1636,0,3386,813,614,0,1.13,1.06,1.12,1.89,1.64,2.84,0.89,0.53,0.45,0.35,4062,3528,2795,2573,3579,3341,2516,1477,11/04/01@12/01@42/01
3664,2279,2430,1089,0,4148,2532,3268,1452,0,3060,1392,2588,1007,2999,1264,2796,812,0,1728,1158,0,3471,2053,1370,0,2519,1126,1147,0,1.03,0.89,1.06,0.87,0.94,0.49,0.94,1.15,2.17,2.04,1385,1616,1735,1393,1341,1816,1581,1984,01/04@01/05/03@10/01/05/01@10/03/01/01/11@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@34/11/03/07@40/01/03@40/10/02/01@43/01/03/09
6965,2272,6270,1079,0,8203,2570,8521,1505,0,7309,1516,9491,1067,6171,1198,6206,782,0,2088,1214,0,5195,1853,1307,0,5458,1350,1818,0,0.9,0.8,0.69,0.92,0.79,0.41,1.45,1.09,1.49,2.44,4693,5633,4973,4108,5191,7016,8424,5424,02/11@02/13/03@02/16/01@20/01/15@42/16
3713,1809,2888,909,0,3624,2272,3123,1286,0,5479,1375,6608,964,2959,1165,2582,825,0,1229,1127,0,3439,2060,1588,0,2151,764,575,0,0.96,0.74,0.73,1.02,1.19,0.72,1.37,0.98,1.96,1.39,1904,1352,1794,1387,1979,1837,5644,1757,14/07
2836,1855,1824,913,0,2977,2171,2196,1264,0,2133,1367,1902,981,2016,1124,1427,776,0,1362,1042,0,2996,2147,1596,0,1542,757,575,0,1.08,0.86,0.83,1.37,1.38,0.81,1.2,0.73,1.39,1.23,981,806,892,785,911,932,921,651,14/01@14/07/11@14/13/01@43/01/03/09
3247,2183,1774,1097,0,3465,2530,2023,1387,0,2033,1388,1564,939,2054,1196,1633,755,0,1918,1195,0,2826,1930,1337,0,1645,1038,849,0,1.57,1.47,1.03,0.98,1.29,0.7,0.97,1.02,1.35,1.43,1064,935,858,607,677,636,625,878,14/07/11/01@14/13/04
3896,1831,3240,903,0,4510,2030,4073,1140,0,2508,1130,2350,766,2364,903,2545,583,0,1402,1359,0,3822,2021,1488,0,2154,740,577,0,0.88,0.85,0.87,0.74,0.61,0.21,1.15,1.35,12.5,4.76,2065,2480,1461,1414,2337,2933,1584,1962,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
3158,1827,2140,930,0,3144,2049,2294,1257,0,1996,1212,1675,858,1963,1028,1489,731,0,1652,1525,0,3572,2115,1636,0,1737,887,686,0,1.1,1.06,0.96,1.23,1.06,0.67,1.04,0.81,1.75,1.49,1331,1095,935,850,1210,1037,817,758,01/04@11/04/03/03
2984,1732,2105,921,0,3188,2143,2382,1217,0,2027,1259,1692,911,1968,1175,1369,814,0,1565,1505,0,3479,2212,1738,0,1477,839,633,0,1.06,0.9,0.98,1.43,1.21,0.72,1.02,0.7,1.32,1.39,1252,1045,793,638,1184,1165,781,555,11/02/03/01@11/02/03/04
5473,2363,4198,1230,0,5443,2833,3642,1781,0,7017,2008,5988,1576,5379,1578,4241,1146,0,1580,1012,0,5045,2684,1885,0,4008,1212,869,0,1.05,1.4,1.14,1.23,1.2,1.51,0.88,0.81,1.15,0.66,3110,2610,3801,2796,2968,1861,4412,3095,20/09/07/27@20/09/16@40/01@42/04@43/01/03/05
21137,1825,21767,913,0,20427,2075,20104,1202,0,12026,1277,9906,911,13357,1165,12084,848,0,1535,1728,0,14628,2118,1676,0,8307,823,632,0,0.93,0.97,1.19,1.09,0.88,0.47,0.84,0.92,1.54,2.13,19312,18352,12192,7484,20854,18902,8995,11236,01/04@02/19@10/03/02@14/01@16/01@16/19/03@32/01/05@34/11/03/07@43/01/03/09
2892,2024,1725,992,0,3493,2236,2249,1232,0,1755,1201,1292,847,1793,1062,1229,683,0,1440,1008,0,2914,1785,1139,0,1421,804,590,0,1.18,1.24,1.24,1.34,1.52,1.47,0.81,0.75,0.62,0.68,868,1257,731,617,733,1017,445,546,01/01/09/01/01@01/01/09/01/02@01/01/09/02/01@01/01/09/02/02@01/02@01/05/05/07@01/07@16/21/17
3289,2150,1958,1050,0,3953,2518,2842,1338,0,2206,1326,2140,932,2235,1198,1965,812,0,1606,1082,0,3327,2222,1455,0,2191,1166,1127,0,1.25,0.95,0.73,0.9,0.86,0.68,1.37,1.11,1.96,1.47,1139,1435,1037,1025,908,1504,1208,1153,12/01/01@42/16
3005,1639,2089,796,0,3280,1968,2389,1098,0,1675,1045,1565,677,1666,923,1382,624,0,1318,1270,0,4568,2052,1473,0,1604,756,601,0,1.06,1.02,0.71,0.98,0.63,0.55,1.41,1.02,2.78,1.82,1366,1312,743,848,1293,1291,888,758,14/04@20/01/10@20/09/07/05@20/09/07/27
4262,1650,3002,822,0,5682,2080,4543,1098,0,2284,1031,1573,673,2327,865,1560,605,0,1352,1238,0,6060,2064,1399,0,2131,739,612,0,1.2,1.05,1.39,1.53,1.09,2.14,0.72,0.65,0.26,0.47,2612,3602,1462,1392,2180,3445,900,955,10/01/03@10/03/01/01@18/02/01@34/11/03/07@40/01@42/04@43/01/03/05
4750,2348,3774,1192,0,4473,2753,3219,1690,0,7597,2095,7321,1649,4159,1584,3262,1081,0,1589,1086,0,3942,2554,1876,0,3123,1118,801,0,0.93,1.12,0.97,1.18,1.13,1.13,1.03,0.85,1.27,0.88,2402,1720,2575,2005,2582,1529,5672,2181,10/03/01@42/01
22570,2792,23823,1421,0,8749,2205,8561,1263,0,12396,1494,15929,1176,29484,2810,28932,2951,0,2089,1146,0,19945,2495,1620,0,9797,1030,738,0,0.88,0.9,0.74,1.03,1.02,2.55,1.35,0.97,0.5,0.39,19778,6544,26674,8767,22402,7298,14753,25981,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03@16/17/07@16/19/03
4033,2137,3453,1097,0,4413,2676,3588,1693,0,5729,1739,6154,1306,3106,1273,2304,856,0,1451,1190,0,3513,2406,1730,0,2935,976,736,0,0.8,0.92,0.82,1.27,1.46,1.37,1.22,0.79,0.96,0.73,1896,1737,1833,1959,2356,1895,4848,1448,01/04@01/06/06/11@01/06/10
2497,1619,1454,830,0,2970,1958,1944,1059,0,1506,1015,1271,680,1358,856,945,563,0,1378,1375,0,3663,1976,1363,0,1221,712,578,0,1.41,1.14,0.83,1.31,1.23,1.01,1.2,0.76,0.72,0.99,878,1012,502,509,624,885,591,382,10/01/03@10/03/01/01/01@10/03/01/02@14/01@14/04@14/07/01@14/07/02/02@16/01@16/17/09@18/02/01/01@20/09/04@20/09/07@32/01/05@32/01/07
3130,1994,2080,1018,0,4533,2450,3707,1402,0,2524,1355,2366,953,2297,1134,1953,709,0,1559,1014,0,3224,2174,1400,0,2006,895,655,0,1.07,0.9,0.83,0.93,0.93,1.18,1.2,1.08,1.28,0.85,1136,2083,1163,1111,1062,2305,1413,1244,20/09/07/03
3373,2028,2209,966,0,4410,2416,3211,1312,0,2431,1332,2225,873,2434,1143,1912,714,0,1508,1128,0,3417,2100,1417,0,2220,928,705,0,1.08,1.05,0.81,1.08,1,0.91,1.23,0.93,1.32,1.1,1345,1994,1291,1292,1243,1899,1352,1198,01/01@01/03/01@01/03/04
4202,2627,2645,1286,0,3660,2191,2627,1152,0,3178,1294,2930,872,3180,1233,2012,735,0,1860,1033,0,4671,2220,1273,0,2341,882,632,0,1.16,1,0.92,1.52,1.6,1.65,1.09,0.66,0.94,0.61,1575,1469,1947,1459,1359,1475,2058,1277,14/07/05@14/13/01
3092,2016,1962,1014,0,4167,2371,3035,1240,0,2246,1312,1892,916,2234,1115,1636,751,0,1519,1168,0,3255,2238,1402,0,1905,884,638,0,1.14,1,0.96,1.26,1.1,1.08,1.04,0.79,1.08,0.93,1076,1796,1119,1021,948,1795,976,885,01/03/16@10/01/05/01@10/01/05/03/01@10/01/09/03@10/03/01/03@10/03/02/01@16/01@16/03/01@32/01/09@42/01
3161,2133,2008,1045,0,3737,2721,2426,1625,0,2881,1683,2780,1282,2175,1234,1582,897,0,1484,1067,0,2945,2320,1645,0,1909,1022,782,0,1.07,1.27,0.8,1.37,1.45,1.1,1.25,0.73,1.25,0.91,1028,1016,941,887,963,801,1498,685,10/03/01/01/01@11/02/03/01/01@11/02/03/04
4504,2630,2958,1222,0,3355,2331,2222,1285,0,3039,1547,2696,1121,3799,1480,3222,1128,0,1888,1119,0,4027,2224,1462,0,2130,1124,752,0,1.08,1.09,0.95,1.11,1.21,1.41,1.05,0.9,0.81,0.71,1874,1024,2319,1006,1736,937,1575,2094,14/04@20/09/07@20/09/13@20/09/16/09/03@42/25
2631,2064,1458,1030,0,3049,2459,1896,1442,0,2293,1663,2013,1237,1550,1125,1129,740,0,1471,1125,0,2677,2200,1557,0,1411,916,683,0,1.32,1.3,0.81,1.09,1.34,0.76,1.23,0.92,1.47,1.32,567,590,425,495,428,454,776,389,34/11/03/07
2992,2017,2002,1029,0,3550,2600,2416,1649,0,3236,1617,3381,1261,2136,1182,1781,805,0,1461,1122,0,2801,2095,1570,0,2039,912,654,0,1,1.24,0.76,0.98,1.21,1.23,1.32,1.02,1.19,0.81,975,950,954,1127,973,767,2120,976,01/03/16@10/01/03@16/03/01@16/03/03@16/17/07@42/01
4468,2085,3989,1116,0,4746,2536,4287,1531,0,4646,1670,5132,1259,3756,1222,3425,825,0,1500,1261,0,3314,2198,1578,0,3427,980,724,0,0.83,0.8,0.77,0.97,1.18,1.37,1.3,1.03,1.1,0.73,2383,2210,2534,2447,2873,2756,3873,2600,40/01/03@42/01@42/04@43/01/03/05
