@RELATION 'derisi0.names'

@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1050,0,1242,0,2792,1139,758,0,0,2197,0,2463,968,1,1653,1495,01/04@01/06@10/03/03@20/09/07/06@30/01/09/11@43/01/03/09
971,0,1144,0,2915,1009,638,0,0,2121,0,2812,861,0.81,1906,1951,20/01/01/01/01@20/01/07@20/01/13@20/03@20/09/04@20/09/16@20/09/18/07@34/01/01/01@34/11/03/13
1001,0,1540,0,2898,1149,806,0,0,2204,0,2685,879,0.9,1749,1806,18/02/03@20/09/07@20/09/16/09/03
1183,0,1417,0,5006,1620,1160,0,0,2546,0,3303,1204,1.09,3386,2099,10/01/02@10/01/05@10/03/01/03
1027,0,1489,0,1999,1162,829,0,0,2116,0,1855,919,0.99,837,936,01/05
1071,0,1388,0,2018,1176,706,0,0,2116,0,1951,865,0.99,842,1086,10/03/01@18/02/01
1075,0,1491,0,2898,1140,682,0,0,2069,0,2388,850,1,1758,1538,20/01/01/01@20/03/01/01@34/01/01@34/11/03/07
1146,0,1529,0,3618,1543,1026,0,0,2510,0,2726,1229,1.07,2075,1497,01/03/16/01@10/01/02@10/01/03/05@10/03/01/01/09@10/03/04/03@11/04/01@11/04/02@16/03/01
1304,0,1740,0,23704,3076,2456,0,0,2582,0,17063,1466,0.86,20628,15597,12/01/01@12/04@16/01
928,0,1354,0,1583,1159,824,0,0,2236,0,1256,809,1.11,424,447,16/01@18/01/07@30/01/05/05/01@42/16@43/01/03/05
1133,0,1400,0,7173,1200,744,0,0,2118,0,5988,882,0.95,5973,5106,01/04@01/05/03@10/03/02@11/02/03/04@14/07/03@14/13@16/01@16/19/03@18/01/01@18/02/01@30/01/05/01/06@30/05/02/20@32/01@40/01/03@40/10/02/01@43/01/03/09
1044,0,1373,0,2661,1137,746,0,0,2162,0,2124,867,1.14,1524,1257,14/10@16/01@32/01/07@42/16
930,0,1151,0,2550,980,630,0,0,2097,0,2406,823,1.03,1570,1583,01/01/09/04/01
1191,0,1634,0,2505,1600,1064,0,0,2294,0,2164,1307,1.09,905,857,01/04@20/09/16@34/11/03/07@40/01@41/01/01
1203,0,1762,0,12204,1594,1080,0,0,2639,0,9887,1370,0.92,10610,8517,01/05/03@10/03/01@10/03/03@40/01
1045,0,1343,0,2885,1153,707,0,0,2203,0,3836,940,1.07,1732,2896,01/01/09/04@01/01/09/05@01/05@01/20@02/16
850,0,1012,0,1471,931,605,0,0,2001,0,1535,727,1.41,540,808,01/03/04@01/07/01@16/01
893,0,999,0,1766,936,609,0,0,1991,0,1637,791,1.03,830,846,01/07/01@32/01
1290,0,1839,0,4457,1676,1170,0,0,2679,0,4025,1247,1.12,2781,2778,01/02@01/03/16/03@01/05/25@10/01@10/03/02@20/01/01/01@20/01/03@20/03/02/03/01
1263,0,1756,0,3233,1562,1108,0,0,2564,0,2469,1266,1.16,1671,1203,10/03/01/01/11@11/02/03/01@11/02/03/04
897,0,1131,0,2344,1049,731,0,0,2084,0,1741,774,1.03,1295,967,10/01/02@10/01/05/01@10/01/05/03@11/02/03@11/04/01@11/04/03/01/10@12/04@12/07@16/03/03@16/19/03@42/10
1255,0,1646,0,4442,1660,1102,0,0,2622,0,3435,1301,1.04,2782,2134,01/03/04/03@01/04@16/19/03
832,0,944,0,2039,897,611,0,0,1992,0,2052,800,1.22,1142,1252,14/04@20/01/10@20/03@20/09/04
1230,0,1140,0,9938,1407,1098,0,0,2214,0,3950,1098,0.98,8531,2852,01/05@14/07/02/02@42/01
1085,0,1771,0,2785,1334,938,0,0,2516,0,1978,667,1.1,1451,1311,01/04@14/07/03@18/02/01/01/05@30/01/05/01/03@30/05@32/01@34/11/03/13@42/01@42/04/03
1111,0,1711,0,3100,1334,914,0,0,2502,0,2444,1007,0.96,1766,1437,01/07/01
1107,0,1657,0,5866,1332,928,0,0,2532,0,4760,1036,0.96,4534,3724,14/10@16/01@16/07@20/09/14@34/05@40/01@42/04/03
1232,0,1315,0,12304,1453,1012,0,0,2340,0,7067,1152,1.03,10851,5915,12/01/01@12/04@16/01@42/16
1044,0,1306,0,4433,1247,753,0,0,2271,0,3439,960,1.12,3186,2479,11/04/01@12/01/01@14/10@16/19/03
1156,0,1083,0,7178,1131,703,0,0,2210,0,5584,846,1.06,6047,4738,16/01@34/11/03/07@41/01/01
993,0,1190,0,2360,1105,753,0,0,2262,0,2003,912,1.25,1255,1091,20/09/16/09/03@43/01/03/09
1248,0,1313,0,13938,1730,1302,0,0,2272,0,5708,1154,1.08,12208,4554,01/01/06/06/01@01/01/06/06/02
1252,0,1256,0,6842,1528,1130,0,0,2200,0,4702,1196,0.95,5314,3506,99
1041,0,1606,0,1927,1249,877,0,0,2227,0,1554,999,1.21,678,555,01/07/01
1166,0,1294,0,2549,1466,1026,0,0,2180,0,1790,1112,1.33,1083,678,01/07/01@16/21/17
1055,0,1609,0,2216,1271,847,0,0,2284,0,2015,1084,0.96,945,931,01/05@14/07/02/01
1158,0,1321,0,2544,1496,1004,0,0,2272,0,1767,1125,1.31,1048,642,20/01/01/01/01/01@20/09/18@34/01/01/01
977,0,1257,0,1905,1050,670,0,0,2200,0,1585,908,1.22,855,677,99
1033,0,1256,0,3360,1087,705,0,0,2091,0,3348,868,1.18,2273,2480,14/13
936,0,1208,0,1602,1058,645,0,0,2073,0,1323,865,1.53,544,458,01/05/02@16/01
1121,0,1089,0,2179,1160,706,0,0,2076,0,1770,921,1.39,1019,849,01/05/25@20/01/03/01@20/03@20/09/16@20/09/18/07@34/11/12
995,0,1184,0,1735,1019,663,0,0,2118,0,1447,820,1.33,716,627,01/05
1156,0,1323,0,5536,1638,1102,0,0,2492,0,3458,1288,1.03,3898,2170,01/04/04@11/02/03/04@18/02/01
1071,0,1110,0,2841,1160,709,0,0,2126,0,2513,949,1.09,1681,1564,14/07/05@14/10@14/13/01/01@16/01@16/19/03
915,0,1140,0,2094,1025,662,0,0,2095,0,1913,847,1.06,1069,1066,14/04@20/09/07/27@20/09/13@20/09/18@42/25
1273,0,1626,0,28299,3853,3238,0,0,2635,0,15059,1380,0.83,24446,13679,12/01/01@12/04@16/01
1254,0,1551,0,5334,1569,1306,0,0,2565,0,3519,1292,0.95,3765,2227,10/03/01@14/04@20/01/01/01/01@20/09/04@20/09/18/07@34/01/01/01
1264,0,1569,0,5909,1904,1245,0,0,2464,0,4669,1222,1,4005,3447,01/05/02/04@01/05/02/07@01/06/05@01/07@02/01@02/10@16/21/07@20/01/15@42/16
1064,0,1479,0,3450,1192,730,0,0,2136,0,3073,936,0.98,2258,2137,01/04@01/05/02/04@01/05/02/07@01/05/25@02/01/03
967,0,1148,0,6799,1021,665,0,0,2060,0,7467,836,0.85,5778,6631,10/03/01@12/04/01@12/07@16/01@16/03/03@43/01/03/09
947,0,1245,0,1824,1091,738,0,0,2380,0,1734,874,1.07,733,860,14/07
1205,0,1614,0,4266,1678,1168,0,0,2499,0,3118,1234,1.01,2588,1884,01/03/16/01@10/01/05@11/04/01@12/01
979,0,1398,0,4525,1147,755,0,0,2245,0,3904,840,1.01,3378,3064,01/07/01
973,0,1302,0,2642,1183,793,0,0,2249,0,2426,823,0.95,1459,1603,42/19
1007,0,1204,0,2239,1153,702,0,0,2139,0,1894,929,1.14,1086,965,20/01/01/01/01@34/01/01/01
902,0,1107,0,1479,935,609,0,0,2201,0,1376,759,1.42,544,617,20/03
1292,0,1584,0,5628,1760,1328,0,0,2438,0,4257,1312,0.89,3868,2945,01/05@14/07/02/02
898,0,1290,0,4304,1196,859,0,0,2103,0,1558,807,1.12,3108,751,99
1041,0,1374,0,3181,1194,742,0,0,2270,0,2392,942,1.02,1987,1450,32/01@42/01
924,0,1052,0,3162,987,648,0,0,2028,0,2962,820,1.18,2175,2142,01/04@16/19/03@20/01/01/01@20/01/13@20/01/27@20/03/22@20/03/25@32/01/01@32/05/01/03@32/07/05@34/01/01/01
1259,0,1740,0,2812,1603,1109,0,0,2685,0,2311,1130,1.04,1209,1181,10/03/01/03
1164,0,1746,0,2797,1597,1117,0,0,2862,0,2093,1188,1.3,1200,905,10/03/01@11/02/03/01@11/02/03/04@32/01/03@32/05/01/03@34/11/03/13
1209,0,1874,0,3340,1462,1048,0,0,2982,0,2488,1105,1.15,1878,1383,42/01@43/01/03/05
1103,0,1077,0,2571,1084,725,0,0,2096,0,1668,749,0.98,1487,919,99
1026,0,1496,0,2282,1116,725,0,0,2102,0,1759,919,1.11,1166,840,14/07/01@20/09/18/09/01@30/05@34/11/03/07
824,0,1077,0,4010,916,607,0,0,2104,0,3700,761,1.01,3094,2939,01/04@10/03/01/01/03@10/03/01/01/09@11/02/01@11/02/02@11/02/03/04@14/07/03@16/01@30/01/05@30/05/02/20@32/01/09@34/01@34/07/01@34/11/11@40/01@42/04@43/01/03/05
1067,0,1278,0,2106,1108,720,0,0,2246,0,1857,936,1.26,998,921,01/01@01/05@01/20/37/01@16/17/09
1266,0,1200,0,8972,1424,1054,0,0,2354,0,3679,1072,1.1,7548,2607,01/03/16/01@10/03/01@11/04/01
1209,0,1226,0,3568,1418,952,0,0,2242,0,1850,978,1.3,2150,872,99
1151,0,1679,0,2786,1259,868,0,0,2398,0,2326,1051,0.92,1527,1275,11/02/03/01@11/02/03/04
1025,0,1337,0,3037,1139,706,0,0,2128,0,2784,969,1.02,1898,1815,10/01/05/01@10/03/03
1059,0,1401,0,3263,1106,769,0,0,2129,0,2749,863,0.9,2157,1886,10/03/02@14/07/11@14/13/01/01@16/01@32/01@43/01/03/09
1223,0,1083,0,2061,1202,716,0,0,2115,0,2534,986,1.19,859,1548,10/01/05/01@32/01
1185,0,1370,0,6998,1524,1080,0,0,2285,0,3597,1108,0.9,5474,2489,01/01@01/07/01@01/20/37/01@16/19/03@32/01/01
1265,0,1415,0,16605,1583,1196,0,0,2440,0,10701,1224,1.08,15022,9477,01/05/25@11/02/03/01@11/02/03/04@34/11/03/07@43/01/03/09
1179,0,1147,0,2759,1231,753,0,0,2159,0,2340,930,1.22,1528,1410,01/04@01/05/02/04@01/05/02/07@02/01
1055,0,1296,0,9386,1096,706,0,0,2130,0,8389,949,1.09,8290,7440,01/01/09/06/01@01/01/09/07/01@01/03/01/03@01/03/04/03@01/04@02/07
1164,0,1240,0,4885,1232,718,0,0,2029,0,4272,1036,1.14,3653,3236,01/01/06/05/01@01/02/03/01@01/03/01@32/01/03
1017,0,1543,0,2049,1224,834,0,0,2252,0,1726,900,0.92,825,826,01/04@16/19/03@20/03/25
1197,0,1431,0,6002,1851,1346,0,0,2492,0,3842,1171,0.93,4151,2671,10/03/01@14/07/04@42/04
1162,0,1258,0,2896,1186,745,0,0,2189,0,2640,972,1.1,1710,1668,14/01
934,0,1189,0,1587,1047,713,0,0,2025,0,1342,832,1.48,540,510,10/03/02@16/07@43/01/03/09
943,0,1419,0,1917,1155,801,0,0,2146,0,1700,888,0.91,762,812,10/01/03@16/19/03
1054,0,1561,0,2613,1482,1012,0,0,2398,0,2009,1148,1.25,1131,861,01/07/01@01/20/15/03
1097,0,1249,0,2428,1218,754,0,0,2264,0,2141,980,1.13,1210,1161,10/03/02/01@16/03/01
938,0,1128,0,4832,1015,667,0,0,2129,0,4779,845,1.07,3817,3934,14/13
878,0,1077,0,1908,994,641,0,0,2070,0,1650,797,1.23,914,853,01/04@10/03/01@14/07/03@16/01@16/17/07@16/19/03@18/01/01@18/02@30/01/05/01/06@40/01/03
892,0,1110,0,2403,957,624,0,0,2067,0,2154,745,1.08,1446,1409,01/03/16/01@10/01/02@10/01/03/05@10/03/01/01/09@10/03/04/03@11/04/01@11/04/02@16/03/01
1218,0,1785,0,2949,1626,1115,0,0,2506,0,2325,1262,1.06,1323,1063,01/03/04/03@01/03/07@01/05/13/03@10/01/03@10/01/05/01@16/19@30/01/09/11
896,0,1089,0,3817,1130,745,0,0,2119,0,2973,783,1.04,2687,2190,20/01/01/01/01@32/07@34/01/01/01
854,0,1014,0,2917,892,611,0,0,2088,0,2729,753,0.96,2025,1976,01/03/01@01/04@10/01/09/05@10/03/01@10/03/03@11/02/03/04@14/04@16/01@16/19/03@16/19/05@20/01/10@20/01/26@20/09/07/03@20/09/07/25@20/09/07/27@20/09/13@20/09/16/09/03@20/09/18/09/01@30/01/05/05/01@32/05@42/10/03@42/22@43/01/03/05
995,0,1445,0,2863,1193,772,0,0,2109,0,2219,888,1.09,1670,1331,01/04@10/03/01@14/07/03
1050,0,1359,0,2829,1202,744,0,0,2193,0,2217,997,1.06,1627,1220,99
1166,0,1143,0,6712,1137,828,0,0,2251,0,4401,819,0.82,5575,3582,01/05@14/07/02/01@14/07/02/02@42/01
1008,0,1296,0,3086,1070,694,0,0,2056,0,2419,860,1.08,2016,1559,20/09/07/03
953,0,1294,0,3953,1086,708,0,0,2068,0,3145,799,0.95,2867,2346,01/04@10/01/05/01@10/03/01@11/02/03/04@14/07/11@14/13/01/01@16/01@16/19/03@18/01/07@18/02/01@18/02/09@32/01
1227,0,1283,0,9976,2026,1482,0,0,2376,0,4343,1128,1.13,7950,3215,10/03/03@16/01@32/01/03@40/01@42/04/03@43/01/03/05@43/03
1135,0,1930,0,3719,1273,854,0,0,2503,0,3149,1079,0.94,2446,2070,11/02/03/01/04@14/13/01/01
1181,0,1270,0,5717,1856,1661,0,0,2265,0,2821,1184,0.99,3861,1637,01/03/01/03
1167,0,1076,0,2478,1142,712,0,0,2164,0,2516,1278,1.2,1336,1238,14/04@20/09/07
1134,0,1054,0,2105,1167,722,0,0,2129,0,2438,1122,1.41,938,1316,14/10@18/02/01/01/01@30/01/05/05/01
1263,0,1144,0,5102,1210,759,0,0,2088,0,4155,933,0.96,3892,3222,01/01/03/02/01@01/01/06/06/01/03@01/01/11/02/01@01/01/11/03/01@01/01/11/04/01@01/05/02/04@01/05/02/07@02/01@02/10@16/19/03@16/21/07@20/01/15
1062,0,1621,0,2298,1213,888,0,0,2192,0,2024,1018,0.9,1085,1006,01/04@01/07/01@16/19/03
1231,0,1388,0,4207,1636,1190,0,0,2460,0,2572,1164,1.04,2571,1408,11/04/03/01
958,0,1299,0,3536,1045,666,0,0,2160,0,2852,859,0.9,2491,1993,14/07/11@14/13/01/01@16/01@32/01
1088,0,1614,0,2536,1221,740,0,0,2091,0,2281,974,1.3,1315,1307,11/02/03/01@11/02/03/04/01@20/01/27@32/07/05
1158,0,1494,0,9591,1758,1213,0,0,2390,0,5866,1222,0.85,7833,4644,12/04@12/10@16/01@16/03/03@16/19/03@40/10/02/01
1121,0,1446,0,2506,1226,861,0,0,2192,0,2212,954,0.91,1280,1258,01/04@01/06/02/02@30/01/09/03@32/01/05@34/11/09
1129,0,1503,0,5734,1350,1012,0,0,2380,0,3346,1166,0.99,4384,2180,01/07/01@01/20/19/01@16/17@16/21/08@34/01/01/01
1131,0,1101,0,3953,1191,727,0,0,2140,0,1592,886,1.14,2762,706,99
976,0,1198,0,1838,1022,670,0,0,2084,0,1604,863,1.06,816,741,11/02/03/01/07@11/04/03
1051,0,1127,0,2087,1128,688,0,0,2181,0,1758,888,1.1,959,870,01/06/05@02/25
910,0,1080,0,1501,939,631,0,0,2000,0,3875,796,1.38,562,3079,10/03/03@14/10@16/01@20/09/18/09/01@32/01/03@40/01@42/04/03@43/01/03/05
1167,0,1225,0,6633,1225,752,0,0,2242,0,6346,914,1.12,5408,5432,12/01/01
935,0,1302,0,4245,1019,726,0,0,2053,0,3114,834,0.9,3226,2280,12/04/02@16/19/05
1003,0,1338,0,2802,1161,804,0,0,2178,0,2553,881,0.94,1641,1672,10/03/01@10/03/02@10/03/04/05@10/03/05/01
1110,0,1389,0,3540,1100,669,0,0,2190,0,3111,906,1.2,2440,2205,01/01/09/07/01
1140,0,1319,0,3106,1167,728,0,0,2118,0,2745,882,1,1939,1863,01/04@10/03/02@14/07/03@18/01/01@18/02/01/02/05@30/01/05/01/03@30/05@32/01@34/11/03/07@34/11/03/13@34/11/12@43/01/03/09
1222,0,1745,0,9698,1661,1152,0,0,2659,0,7133,1335,0.9,8037,5798,11/02/01@11/02/02@11/02/03/01@16/01@16/03/01
848,0,978,0,2313,968,588,0,0,1953,0,1881,748,1.02,1345,1133,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@40/01/03@42/01@43/01/03/05
1106,0,1365,0,10628,1168,754,0,0,2329,0,9987,1022,0.95,9460,8965,12/01/01@12/04@16/01
1006,0,1246,0,2274,1131,718,0,0,2112,0,1760,931,1.11,1143,829,11/04/03/01@11/04/03/05@16/03/03
1065,0,1328,0,6395,1236,785,0,0,2116,0,5326,1007,1.01,5159,4319,14/04@20/01/10@20/03@20/09/05
1009,0,1362,0,5869,1150,707,0,0,2178,0,4471,904,0.82,4719,3567,12/04/01
1250,0,1228,0,3525,1316,932,0,0,2204,0,2151,1110,1.16,2209,1041,32/07@42/16
1175,0,1581,0,3829,1289,909,0,0,2340,0,3387,1128,0.81,2540,2259,16/17/09@20/01/01/01/01/01@20/01/03@20/09/04@34/01/01/01
1193,0,1691,0,1893,1221,841,0,0,2414,0,1662,1092,1.07,672,570,20/01/11@20/01/27@32/07
1041,0,1310,0,2159,1120,707,0,0,2158,0,1741,940,1.41,1039,801,11/06/02
1087,0,1431,0,6236,1174,758,0,0,2237,0,5095,1034,0.95,5062,4061,12/04@12/07
922,0,1184,0,2647,1029,674,0,0,2092,0,2094,832,0.98,1618,1262,11/02/03/04@18/02/01/02/01@34/11/03/07
1253,0,1354,0,6953,1727,1180,0,0,2295,0,3530,1363,1.07,5226,2167,14/04
1225,0,1737,0,8435,1297,896,0,0,2220,0,8669,1159,0.79,7138,7510,12/01/01@12/04@16/01
1261,0,1321,0,5803,1534,1090,0,0,2156,0,3306,1120,1.03,4269,2186,11/02/01@11/04/01@12/01
1082,0,1687,0,2967,1305,930,0,0,2252,0,2711,1065,0.89,1662,1646,14/04@20/01/10@20/09/04
1281,0,1103,0,7629,1156,710,0,0,2213,0,6399,1008,1.64,6473,5391,01/06/02/01@10/03/02@43/01/03/09
1182,0,1090,0,4427,1159,696,0,0,2048,0,3838,918,1.21,3268,2920,99
1168,0,1169,0,5086,1232,736,0,0,2065,0,3883,882,1.14,3854,3001,01/04@10/01/09/05@11/02/01@11/02/03/04/01@16/01@16/03/01@16/19/03@18/01/07@18/02/09@42/10/03
1110,0,1136,0,3088,1159,682,0,0,2019,0,3853,796,1.05,1929,3057,20/01/03@20/03@20/09/18/07
946,0,1140,0,2829,1054,691,0,0,1988,0,2292,842,0.92,1775,1450,20/09/07/03@20/09/16
1245,0,1441,0,17159,2018,1342,0,0,2410,0,8738,1222,0.9,15141,7516,10/01/09/05@11/02/01@11/04/01@11/06/01@16/01@16/03/03@42/10/03@42/10/07
1229,0,1471,0,16270,1552,1099,0,0,2529,0,9392,1098,0.85,14718,8294,12/01/01@16/01
1037,0,1635,0,3390,1261,879,0,0,2170,0,3004,922,0.95,2129,2082,01/05@14/07/02/01
1134,0,1292,0,5811,1172,691,0,0,2041,0,5228,884,1.17,4639,4344,02/45/11@10/03/03@20/01/21@20/09/07@20/09/13@20/09/14@20/09/16@20/09/18/09/01@34/11/03/07@42/07@42/25@42/29@43/01/03/05
