@RELATION 'spo0.names'

@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
1149,570,0,1313,518,0,1192,588,0,2392,1424,0,1391,940,0,1179,902,0,1121,1752,748,0,1140,3046,0,2157,579,407,0,984,465,0,0.802,0.921,0.891,0.934,0.9,0.605,0.855,0.913,0.918,0.864,0.936,1.101,1.167,1.114,0.701,0.914,1.059,1.04,1.01,1.16,1.24,1.22,1.33,1.79,1.84,1.04,?,no,11/02/03/04@32/01/04
1174,580,0,1334,588,0,1196,606,0,4866,1422,0,1384,929,0,1245,982,0,1142,2610,742,0,1142,3158,0,4624,612,429,0,1067,471,0,0.893,0.944,0.962,0.948,0.947,0.934,0.951,0.93,0.944,0.872,2.15,1.388,1.647,1.6,1.793,2.857,2.99,0.94,2.24,1.41,1.71,1.72,1.75,1.89,1.42,2.98,?,no,11/04/03/01@12/04@14/01@14/04@14/07@16/01@16/02@16/03/03@16/19@30/05@32/01/11@36/20/18@40/01/03@40/10/02
1440,794,0,1158,463,0,1049,520,0,2380,1524,0,1857,1108,0,1660,1200,0,1138,1041,730,0,1117,3056,0,1850,627,425,0,934,423,0,0.877,0.856,0.943,0.869,0.86,0.849,0.742,0.907,0.925,1.146,1.317,1.219,1.065,0.886,1.154,1.177,0.924,1.31,1.55,1.27,1.22,1.04,1.37,1.74,1.74,1.25,?,yes,10/01/05/01@10/01/05/03/03@32/01/09
1177,606,0,1316,520,0,1184,632,0,2383,1368,0,1365,908,0,1268,1001,0,1119,3348,723,0,1100,3088,0,2249,546,374,0,1001,482,0,0.775,0.925,0.889,0.924,0.889,0.868,0.912,0.927,0.943,0.771,1.037,0.777,0.457,0.336,0.28,1.139,0.713,1.06,1.05,0.9,0.52,0.35,0.36,0.4,0.69,1.18,?,no,14/04@18/02/03@20/09/07@20/09/13
1124,607,0,1163,523,0,1254,670,0,2311,1318,0,1558,1001,0,1160,875,0,1264,4514,905,0,1724,3857,0,2701,646,458,0,842,425,0,0.863,0.915,0.928,0.945,0.947,0.86,0.892,0.945,0.948,0.858,0.599,0.535,0.51,0.36,0.502,0.409,0.493,1.11,0.66,0.58,0.56,0.38,0.65,0.42,1.66,0.43,?,no,10/03/01/01/01@11/02/03/01/01@11/02/03/04
1168,610,0,1244,516,0,1148,634,0,2728,1386,0,1397,914,0,1263,992,0,1102,2310,779,0,1068,2999,0,3414,557,385,1,1007,464,0,0.84,0.925,0.932,0.954,0.95,0.915,0.919,0.884,0.94,0.999,0.883,0.957,0.653,0.699,0.66,0.595,0.803,1.19,0.94,1.04,0.7,0.71,0.77,0.92,0.99,0.64,?,no,01/01/03/05@01/01/13@01/02/07@11/02/03/01@11/02/03/04@18/02/09@20/09/16/09/03
1185,648,0,1242,562,0,1250,652,0,6459,1460,0,1558,1009,0,1214,928,0,1379,3637,991,0,1502,3776,0,7011,605,458,0,878,434,0,0.911,0.935,0.946,0.957,0.95,0.901,0.921,0.943,0.94,0.929,0.725,2.04,3.214,4.017,2.02,1.386,3.365,1.08,0.77,2.1,3.25,4.27,2.15,3.56,1.38,1.49,?,no,01/05/02/04@01/05/02/07@02/19@18/02/01@32/01
1554,762,0,1240,507,0,1224,599,0,3316,1720,0,2182,1710,0,1769,1271,0,1240,1421,825,0,1216,3066,0,3884,603,471,0,1442,1357,0,0.901,0.931,0.941,0.92,0.894,0.895,0.857,0.926,0.917,1.152,1.028,1.006,0.624,0.661,0.838,0.734,0.44,1.33,1.05,1.03,0.67,0.73,0.93,1.37,2.56,0.8,?,no,14/07/05@14/13/01@16/01
1368,736,0,1175,572,0,1180,606,0,1974,1306,0,1909,1244,0,1599,1097,0,1118,1332,710,0,3874,8742,0,923,590,450,0,848,412,0,0.666,0.913,0.889,0.849,0.908,0.822,0.878,0.79,0.811,0.799,0.733,0.685,1.075,1.039,0.924,0.729,1.133,1.27,0.81,0.78,1.27,1.06,1.13,1.04,0.44,0.9,?,no,01/04@11/02/03/04@14/07/03
1562,842,0,1223,497,0,1224,639,0,5998,2074,0,1981,1297,0,1693,1195,0,1525,3152,1074,0,1158,3016,0,1129,616,420,0,900,432,0,0.915,0.952,0.963,0.933,0.902,0.925,0.936,0.817,0.87,1.026,1.442,1.131,1.144,1.061,1.113,1.199,1.667,1.08,1.47,1.16,1.24,1.16,1.18,1.28,1.1,1.47,?,no,99
1578,816,0,1325,492,0,1231,581,0,3513,1900,0,1969,1103,0,1720,1254,0,1087,1187,713,0,1167,3142,0,3570,624,418,0,1036,468,0,0.92,0.924,0.936,0.766,0.846,0.884,0.814,0.923,0.905,1.209,1.86,1.899,2.791,3.558,1.522,2.455,5.794,1.35,1.93,2.05,3.87,4.22,1.67,1.24,1.93,2.71,?,no,01/05@10/03/01@14/07/02/02@20/09/16/02@42/01@43/01/03/09
1240,633,0,1128,416,0,1154,582,0,1983,1353,0,1791,1158,0,1541,1028,0,1116,1335,706,0,1288,3567,0,1253,606,438,0,898,470,1,0.862,0.924,0.879,0.849,0.894,0.905,0.885,0.925,0.878,0.928,1.456,1.372,1.272,1.163,1.198,1.613,0.779,1.11,1.51,1.49,1.5,1.31,1.29,1.02,0.88,1.7,?,no,20/01/27@20/03/25@20/09/16@32/07
1178,680,0,1234,552,0,1152,623,0,3219,1451,0,1650,1068,0,1306,995,0,1246,4004,954,0,2229,4565,0,6143,646,450,0,903,464,0,0.893,0.928,0.937,0.959,0.967,0.726,0.904,0.959,0.957,0.84,0.927,1.132,1.138,1.144,1.067,1.22,1.103,1.01,1.02,1.17,1.19,1.16,1.46,1.32,1.31,1.27,?,no,02/11@02/13/03@02/16/01@20/01/15@42/16
1160,574,0,1192,467,0,1290,710,0,2450,1400,0,1406,931,0,1264,1031,0,1131,1731,769,0,1096,3262,0,1897,521,391,0,1019,506,0,0.871,0.952,0.942,0.922,0.938,0.872,0.946,0.925,0.946,0.791,1.094,0.697,0.795,1.093,1.004,1.168,1.299,0.96,1.13,0.77,0.91,1.21,1.2,0.95,1.32,1.21,?,no,01/04/04@16/01@16/19/05@20/01/01/07/07@30/01/05/05/01@40/10/02
1230,647,0,1125,451,0,1108,630,0,1964,1454,0,1821,1390,0,1226,944,0,1169,2332,905,0,1579,3652,0,1992,575,464,0,874,510,1,0.764,0.909,0.912,0.899,0.9,0.538,0.874,0.959,0.989,0.659,0.596,0.624,0.436,0.368,0.503,0.537,0.821,0.9,0.68,0.73,0.51,0.45,0.99,0.75,1.3,0.55,?,no,01/06/05@01/06/06/11@02/11@02/13@16/21/01@16/21/05@16/21/07@20/01/15
1226,596,0,1269,543,0,1233,668,0,3232,1550,0,1499,1085,0,1263,960,0,1165,2810,869,0,1113,3146,0,3719,509,353,0,1000,480,0,0.917,0.959,0.95,0.965,0.965,0.935,0.962,0.952,0.969,0.897,1.134,1.523,0.807,0.602,0.644,2.509,1.214,0.94,1.19,1.58,0.85,0.63,0.7,0.83,0.74,2.5,?,no,14/01@14/07@20/01/15
1414,734,0,1142,417,0,1192,623,0,2896,1500,0,1705,953,0,1540,1076,0,1143,1260,676,0,1644,3400,0,3346,664,506,0,893,455,0,0.924,0.951,0.929,0.925,0.905,0.919,0.919,0.887,0.96,1.08,2.079,1.968,1.259,1.927,2.229,1.881,1.122,1.21,2.19,2.01,1.35,2.15,2.43,2.21,6.5,2.29,1,no,12/04/01@42/16
1205,712,0,1228,510,0,1208,658,0,3083,1498,1,1678,1176,0,1383,1173,0,1175,3540,929,0,1616,3608,0,3502,604,438,0,917,474,0,0.823,0.935,0.938,0.843,0.979,0.786,0.912,0.967,0.939,0.632,1.679,1.038,0.557,0.987,1.175,1.291,1.015,0.79,1.86,1.1,0.88,1,1.5,1.17,3.15,1.3,?,no,11/02/03/04@30/01@43/01/03/05
1162,560,0,990,366,0,1217,659,0,2278,1562,0,1502,1341,0,1314,1140,0,1167,14621,883,0,868,2945,0,938,481,387,0,909,467,0,0.717,0.906,0.761,0.578,0.813,0.874,0.886,0.608,0.888,0.854,0.923,0.839,0.124,0.041,0.05,0.719,0.139,1.22,1.14,1.19,0.17,0.05,0.06,0.03,0.41,0.84,?,no,20/09/07/27@43/01/03/09
1146,679,0,1307,632,0,1231,672,0,2764,1472,0,1574,1152,0,1384,1118,0,1269,4337,965,0,1258,3340,0,1688,582,456,0,971,480,0,0.872,0.851,0.939,0.925,0.966,0.695,0.873,0.947,0.849,1.057,0.133,0.616,0.518,0.487,0.512,0.142,0.038,1.25,0.15,0.67,0.57,0.54,0.86,0.75,0.81,0.15,?,no,14/04
1203,656,0,1478,700,0,1190,612,0,4116,1469,0,1634,1124,0,1546,1186,0,1322,2446,885,0,1299,3424,0,5861,604,449,0,947,497,0,0.89,0.944,0.944,0.945,0.964,0.692,0.889,0.956,0.963,1.009,1.573,1.687,1.474,1.657,1.023,1.407,0.968,1.14,1.71,1.76,1.54,1.72,1.48,2.22,1.45,1.42,?,no,01/01/05/01/02@01/05@01/07/01
1554,866,0,1141,461,0,1156,630,0,2736,1628,0,1834,1102,0,1638,1122,0,1088,2241,717,0,1637,3670,0,1947,610,476,0,875,427,0,0.871,0.945,0.933,0.838,0.938,0.923,0.945,0.905,0.958,0.889,0.68,0.902,1.207,1.364,0.825,0.942,0.808,1.06,0.72,1,1.46,1.44,0.92,0.73,2,1.14,?,no,99
1780,1062,0,1067,378,0,1147,644,0,2977,1527,0,1856,1155,0,1723,1143,0,1148,1769,751,0,1538,3638,0,2442,650,501,0,898,471,0,0.852,0.937,0.932,0.881,0.929,0.921,0.93,0.938,0.955,0.988,1.194,0.92,0.962,0.79,0.945,0.779,0.584,1.23,1.29,1,1.07,0.86,1.04,1.28,1.82,0.86,?,no,99
1392,736,0,1151,480,0,1079,549,0,2201,1600,0,1780,1259,0,1569,1049,0,1043,911,619,0,1745,3551,0,1408,626,482,0,899,472,0,0.79,0.874,0.901,0.783,0.847,0.982,0.757,0.899,0.849,1.019,0.422,0.764,0.951,0.542,1.901,0.766,0.618,1.43,0.46,0.85,1.18,0.64,1.5,1.9,2.82,0.84,?,no,99
1173,754,0,1355,542,0,1232,652,0,6478,1501,0,1766,1023,0,1368,1047,0,2576,3967,1390,0,2137,4564,0,7293,630,434,0,936,491,0,0.836,0.939,0.939,0.93,0.915,0.601,0.89,0.948,0.963,0.855,2.987,2.591,3.706,3.572,2.062,2.895,3.04,1.04,3.2,2.71,3.82,4.21,3.23,2.94,1.31,3.04,?,no,11/02/03/01/07@11/02/03/04@18/02/09
1255,650,0,1492,622,0,1255,654,0,2509,1770,0,1499,1018,0,1250,908,0,1138,1199,788,0,1266,3198,0,1578,492,347,0,949,429,0,0.89,0.913,0.896,0.589,0.88,0.854,0.895,0.933,0.95,0.915,1.084,0.805,0.81,0.9,0.74,1.147,2.343,0.98,1.16,0.96,1.35,1.06,0.87,1.31,0.89,1.21,?,no,01/01/03/05@01/01/13@01/02/07@11/02/03/01@11/02/03/04@16/03/01
1430,646,0,1158,410,0,1160,616,0,4344,1672,0,1504,894,0,1637,1192,0,998,1469,600,0,1245,3031,0,5266,593,458,0,787,366,0,0.941,0.943,0.965,0.937,0.916,0.935,0.911,0.95,0.948,1.228,1.1,1.516,1.132,0.612,0.583,1.405,2.08,1.23,1.12,1.51,1.22,0.64,0.64,0.77,2.02,1.44,?,no,01/04@02/11@02/13/03@14/04@14/10@16/01@20/01/01/01@20/01/15@20/03/22@20/09/13@34/01/01/03
1964,1217,0,1526,710,0,1287,704,0,11025,2832,0,2331,1120,0,1948,1405,0,1227,1110,672,0,1277,3129,0,18911,796,492,0,946,416,0,0.91,0.913,0.951,0.887,0.905,0.939,0.878,0.918,0.956,1.018,1.509,1.572,4.272,6.522,4.028,4.345,24.32,1.1,1.56,1.57,5.52,6.7,4.13,3.8,2.08,5.09,?,no,01/20/19/01@01/20/35/01/01@20/01/01/01/01/01@20/03@20/09/18@32/05/01/03/03@34/01/01/01
1504,784,0,1192,487,0,1139,561,0,1927,1473,0,1752,938,0,1697,1095,0,1050,884,645,0,1069,3240,0,1259,618,462,0,942,461,0,0.766,0.873,0.834,0.668,0.828,0.342,0.658,0.858,0.93,1.093,0.98,1.128,1.015,1.364,0.504,0.649,1.047,1.44,1.13,1.32,1.57,1.72,1.51,1.25,2.89,0.91,?,no,43/01/03/05@43/01/03/09
1380,934,0,1810,860,0,1443,807,0,5989,1876,0,1671,1051,0,1372,1026,0,1355,5510,885,0,1228,3094,0,3089,463,337,0,971,467,0,0.926,0.928,0.952,0.942,0.966,0.961,0.944,0.918,0.965,0.797,1.241,1.372,1.788,1.652,1.421,1.93,2.703,0.9,1.33,1.49,1.88,1.66,1.51,1.48,1.32,2.1,?,no,99
1067,561,0,1122,418,0,1144,591,0,2186,1370,0,1428,937,0,1236,1054,0,1050,1668,740,0,1650,3866,0,3926,569,422,0,919,486,0,0.879,0.935,0.876,0.91,0.957,0.891,0.935,0.938,0.959,0.911,1.194,0.876,0.599,0.59,0.931,0.715,0.743,1.07,1.25,1.04,0.74,0.65,0.88,0.91,0.93,0.78,?,no,02/13
1408,818,0,1575,806,0,1596,1046,0,2419,1484,0,1778,1214,0,1556,1107,0,1447,1578,1101,0,1154,3061,0,2144,455,378,0,939,471,0,0.749,0.804,0.838,0.888,0.86,0.773,0.826,0.838,0.941,0.93,0.958,0.251,0.415,0.652,0.8,0.427,0.339,1.22,1.31,0.37,0.55,0.78,1.06,1.4,1.99,0.3,?,no,10/03/01/01/09@10/03/04/03
1772,928,0,1676,718,0,1332,729,0,4429,2062,0,1748,1213,0,2167,1549,0,990,991,634,0,1133,3092,0,6302,689,506,0,927,412,0,0.93,0.957,0.967,0.922,0.886,0.916,0.863,0.934,0.949,1.236,2.731,0.454,0.365,0.92,1.75,0.407,3.702,1.31,2.87,0.47,0.39,1.11,1.82,1.99,0.89,0.43,?,no,01/03/16@02/13/03
2103,1312,0,1490,681,0,1426,823,0,4368,2318,0,1969,1283,0,2467,1813,0,1111,1688,650,0,1093,3034,0,7729,977,836,0,902,391,0,0.929,0.943,0.962,0.884,0.894,0.894,0.893,0.884,0.957,1.44,1.276,1.001,1.015,1.026,1.298,1.02,1.337,1.57,1.37,1.1,1.17,1.12,1.42,0.71,1.74,1.17,?,no,14/04@20/09/01
1307,739,0,1306,560,0,1327,666,0,2252,1396,0,1654,1166,0,1323,1016,0,1171,4766,856,0,1600,3517,0,2232,636,476,0,858,508,0,0.893,0.821,0.917,0.913,0.932,0.852,0.921,0.984,0.957,0.875,0.42,0.381,0.343,0.388,0.472,0.317,0.253,1.13,0.46,0.44,0.37,0.43,0.59,0.56,1.95,0.31,?,no,43/01/03/05
1610,1167,0,1220,521,0,1276,635,0,7625,1571,0,1768,1042,0,1486,1031,0,1284,1914,719,0,1678,3460,0,7395,660,434,0,849,469,0,0.894,0.89,0.942,0.941,0.417,0.781,0.95,0.972,0.975,0.972,0.744,2.145,3.779,1.178,5.649,1.919,1.794,1.12,0.79,2.25,3.91,5.47,6.41,9.77,5.6,1.98,?,no,01/04@01/06@10/03/01@14/07/03@20/09/18/09/01@30/01
1190,623,0,1204,513,0,1165,630,0,8794,1620,0,1546,1004,0,1342,1002,0,1179,3349,762,0,1234,3163,0,5998,593,443,0,983,511,0,0.914,0.953,0.976,0.972,0.945,0.935,0.945,0.965,0.977,1.184,0.638,0.909,0.917,1.509,2.967,0.445,0.66,1.27,0.65,0.91,0.91,1.6,3,4.17,1.58,0.46,?,no,01/04@01/05/02/04@01/05/02/07@01/05/09/04@01/05/09/07@02/01@02/07@02/19@14/13@16/07@34/07@40/01
1234,654,0,1120,474,0,1162,592,0,2630,1492,0,1562,1011,0,1584,1046,0,1146,1739,760,0,1291,3622,0,1286,622,451,0,943,525,0,0.805,0.855,0.852,0.857,0.962,0.884,0.894,0.918,0.945,0.857,0.746,0.833,1.107,1.07,1.148,0.709,0.975,1.48,0.89,1.01,1.32,1.1,1.35,1.56,1.75,0.73,?,no,11/02/03/01@11/02/03/04
1426,648,0,1133,439,0,1212,593,0,2555,1711,0,1615,971,0,1779,1417,0,1102,1568,702,0,1128,2937,0,1466,608,463,0,903,438,0,0.884,0.903,0.864,0.799,0.94,0.872,0.817,0.925,0.943,1.358,1.392,1.206,1.401,1.159,0.7,1.499,1.53,1.44,1.49,1.43,1.71,1.14,0.87,0.63,1.64,1.61,?,no,01/05/13/03@01/07/01@01/07/04
1096,570,1,1197,492,0,1150,578,0,2709,1511,0,1372,892,0,1218,888,1,1110,2216,741,0,1110,3066,0,2840,583,394,0,1009,487,0,0.954,0.903,0.914,0.922,0.946,0.915,0.946,0.919,0.94,0.646,3.877,1.618,1.149,1.037,0.728,2.316,1.28,0.76,4.22,1.73,1.3,1.13,0.68,0.91,2.84,2.54,1,no,11/04/01@12/01@42/01
