@RELATION 'gasch10.names'

@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_000_minutes__hs_2                                     numeric
@ATTRIBUTE Heat_Shock_030inutes__hs_2                                       numeric
@ATTRIBUTE heat_shock_17_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_21_to_37_20_minutes                                   numeric
@ATTRIBUTE heat_shock_29_to_37_20_minutes                                   numeric
@ATTRIBUTE 33C_vs_30C___90_minutes                                          numeric
@ATTRIBUTE 29C_Plus1M_sorbitol_to_33C_Plus_NO_sorbitol___15_minutes         numeric
@ATTRIBUTE dtt_120_min_dtt_2                                                numeric
@ATTRIBUTE dtt_240_min_dtt_2                                                numeric
@ATTRIBUTE 1point5_mM_diamide_5_min                                         numeric
@ATTRIBUTE 1point5_mM_diamide_10_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_30_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_40_min                                        numeric
@ATTRIBUTE 1point5_mM_diamide_90_min                                        numeric
@ATTRIBUTE steady_state_1M_sorbitol                                         numeric
@ATTRIBUTE aa_starv_0point5_h                                               numeric
@ATTRIBUTE aa_starv_2_h                                                     numeric
@ATTRIBUTE Nitrogen_Depletion_2_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_4_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_8_h                                           numeric
@ATTRIBUTE Nitrogen_Depletion_1_d                                           numeric
@ATTRIBUTE diauxic_shift_timecourse_15point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_18point5_h                              numeric
@ATTRIBUTE diauxic_shift_timecourse_20point5_h                              numeric
@ATTRIBUTE YPD_6_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_8_h_ypd_2                                                    numeric
@ATTRIBUTE YPD_10_h__ypd_2                                                  numeric
@ATTRIBUTE YPD_2_d_ypd_2                                                    numeric
@ATTRIBUTE YPD_stationary_phase_2_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_4_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_8_h_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_12_h_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_1_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_2_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_5_d_ypd_1                                   numeric
@ATTRIBUTE YPD_stationary_phase_22_d_ypd_1                                  numeric
@ATTRIBUTE YPD_stationary_phase_28_d_ypd_1                                  numeric
@ATTRIBUTE DBYmsn2/4_real_strain_Plus_37degrees_20_min                      numeric
@ATTRIBUTE DBYyap1_Plus_37degree_heat_repeat                                numeric
@ATTRIBUTE YP_ethanol_vs_reference_pool_car_2                               numeric
@ATTRIBUTE YP_raffinose_vs_reference_pool_car_2                             numeric
@ATTRIBUTE YP_sucrose_vs_reference_pool_car_2                               numeric
@ATTRIBUTE steady_state_15_dec_C_ct_2                                       numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/05/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/03/02,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/05/02,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/11/07,01/01/13,01/02,01/02/02,01/02/02/07,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/01/03,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/01,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/01/07,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/07,01/05/07/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/02/03,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/06/13,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/05/11,01/20/13,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/03,01/20/19/05,01/20/21,01/20/23,01/20/25,01/20/27,01/20/29,01/20/31,01/20/33,01/20/35,01/20/35/01,01/20/35/01/01,01/20/37,01/20/37/01,02,02/01,02/01/01,02/01/03,02/07,02/07/01,02/07/03,02/08,02/09,02/10,02/11,02/11/05,02/11/07,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/05,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/07,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/01,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/01/13,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/04/05,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/01,14/13/04/02,16,16/01,16/01/01,16/02,16/03,16/03/01,16/03/03,16/05,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/14,16/17,16/17/01,16/17/03,16/17/05,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/03,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/07,18/02/09,18/02/10,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/08,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/09,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/07,20/09/07/25,20/09/07/26,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/01,20/09/14/02,20/09/16,20/09/16/01,20/09/16/02,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/07,20/09/18/09,20/09/18/09/01,20/09/18/09/01/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/02,30/01/05/01/03,30/01/05/01/04,30/01/05/01/06,30/01/05/05,30/01/05/05/01,30/01/05/05/03,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/08,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/05,30/05/01/10,30/05/01/12,30/05/01/12/05,30/05/01/18,30/05/02,30/05/02/14,30/05/02/16,30/05/02/20,30/05/02/24,30/05/02/24/04,30/05/02/26,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/03,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/07/09,32/10,32/10/03,32/10/07,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/01/07,34/05,34/05/01,34/05/02,34/05/07,34/07,34/07/01,34/07/02,34/11,34/11/01,34/11/03,34/11/03/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,34/11/13,34/11/13/07,36,36/20,36/20/18,38,38/05,38/07,40,40/01,40/01/01,40/01/03,40/01/03/01,40/01/03/03,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/02/02,40/10/02/02/03,40/10/02/03,40/10/02/03/02,40/10/02/04,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/04,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/01,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/07,43/01/03/09,43/03,47,47/01,47/01/01,99

@DATA
-0.74,-0.74,0.3,-0.17,-0.79,-0.17,0.16,-0.27,-0.12,0.5,0.15,0.1,-0.1,0.19,0.29,0.69,0.37,0.4,0.5,0.62,1.19,1.03,-0.07,0.04,0.06,-1.31,0.71,0.9,1.2,0.11,0.16,0.96,0.63,0.93,0.99,1.89,1.9,1.88,0.36,0.58,1.7,1.06,0,0.42,01/04@01/05/25@10/03/01/01/03@11/02/03/04@14/07/03@20/01/03/01
0.42,0.42,0.3,-0.14,-0.64,-0.47,0.64,-0.29,0.88,0.88,0.34,0.33,0.14,0.12,0.26,0.2,-0.68,-1.06,-0.34,-0.67,-0.07,-2,0.1,-0.79,-1.03,-2.02,-0.68,-0.8,-1.91,0.33,0.37,0.58,-0.58,0,-1.32,-1.69,?,-0.86,0.41,-1.12,-0.67,0.8,0.98,0.53,01/01/06/06/02@01/05@01/06/05@01/06/06/11@01/20/25@02/25
0.01,0.01,0.61,1.08,0.77,0.2,0.08,0.12,0.41,0.52,0.51,0.67,0.54,0.57,0.08,-0.01,-0.07,-0.42,0.19,0.11,1.51,0.99,0.31,0.76,0.74,0.99,0.5,0.33,-0.38,0.1,0.1,-0.17,0.07,0.15,0.42,-0.1,-0.01,0.24,-0.14,-0.06,-0.74,0.71,-0.09,0,01/04/04@01/05/25@02/19@10/01/03@10/01/05/01@10/01/09/05@10/03/01/01/03@10/03/01/01/05@10/03/01/01/09@10/03/01/01/11@10/03/02/01@10/03/03@10/03/04/07@11/02/03/01/01@11/02/03/04@14/07/03@16/01@16/03/01@16/03/03@16/19/03@18/01/01@18/02/01/01@30/01/05/01/03@30/01/05/01/06@34/05/01@34/11/03/07@40/01@42/10/03@43/01/03/05
0.42,0.42,-0.23,0.08,-1.15,-0.86,0.04,-0.82,-0.49,0.06,-0.04,-0.11,-0.3,-0.4,-0.43,-1.24,-0.24,-0.06,-0.21,-0.23,-0.87,-1.36,-0.58,-1.03,-1.6,-0.67,-0.14,-0.27,0.15,0.06,0.07,0.18,-0.54,-0.97,-0.85,-2.12,-3.06,-3.18,0.42,-0.54,-1.06,-0.32,0.1,-0.47,20/09/18/09/01@32/01@40/01@42/04@43/01/03/05
0,0,0.33,-1.29,-0.94,-0.74,-0.1,-0.46,-0.47,-0.11,0.06,-0.51,-0.94,-0.8,-0.39,-0.2,-0.59,-0.14,-0.5,-0.2,-0.1,-0.36,-0.64,-1.29,-0.94,-0.91,-1.02,-0.59,0.19,-0.23,0.1,0.53,-2.74,-0.74,-0.92,-3.47,-3.47,-2.09,-1.03,-0.43,0.35,-0.4,0.29,-0.12,02/11@20/01/01/01@20/01/15@20/03/22@34/01/01/03
-0.54,-0.54,0.51,-0.51,-0.17,-0.58,0.02,-0.13,-0.32,-0.17,-0.02,-0.27,0.05,0.05,-0.27,1.62,-0.33,-0.4,-0.31,-0.25,-0.3,-0.74,-0.34,-0.03,-0.58,0.55,0.39,0.33,0.16,-0.36,0.06,0.38,0.68,-0.15,-0.01,1.01,0.21,0.63,-0.22,-0.08,-0.01,-0.45,-0.13,-0.79,12/10@16/17/09@16/19/03
1.11,1.11,-1.81,-4.64,-4.06,-3.84,-0.34,-0.04,-1.51,-1.62,-1.43,-2.25,-2.64,-2,-0.79,0.2,-3.34,-0.29,-0.54,-0.22,-2.32,-1.84,-1.03,-1.06,-1.89,-4.64,-2.96,-3.06,-2.22,?,-0.67,?,-3.84,-2.25,-2.06,-2,-2.47,-2.32,-0.69,-0.2,-0.67,0,0.44,0.23,11/04/01@16/03/03
-0.08,-0.08,-0.17,0.01,0.13,0.44,-0.34,0.02,0.15,0.06,-0.27,-0.3,-0.32,-0.09,0.01,0.19,-0.6,0.12,0.14,0.02,0.08,0.02,-0.06,0.49,-0.1,-0.43,-0.64,-0.52,-0.31,-0.15,-0.31,0.1,-0.76,-0.4,-0.09,-0.95,-1.4,-1.03,0.64,0.25,-0.08,0.43,-0.02,-0.35,14/04@20/09/07@20/09/13@42/01@42/25
0.07,0.07,-0.21,-0.22,-0.18,0.19,-0.1,0.12,0.23,0.19,0.06,0.11,0.28,0.52,0.23,0,-0.27,0.03,0.06,0.31,0.01,-0.43,0.33,0.72,0.18,-0.6,-1.21,-0.8,-0.81,0.01,-0.04,0.25,-0.79,-0.64,-0.92,-0.92,-1.89,-1.6,0.65,0.28,-0.51,-0.58,0.06,-0.21,01/05@14/07/02/01@14/07/02/02@42/01
-1,-1,0.6,-0.6,-0.79,-0.71,-0.17,0.63,-0.31,-0.36,0.33,0.25,0.3,-0.11,-0.79,-0.53,0.53,-0.17,-0.19,-0.28,-0.33,-0.2,0,-0.86,-0.81,-0.12,-1.26,-0.26,-0.3,-1.3,-0.12,-0.1,-0.06,0,-0.21,1.54,0.65,0.75,-0.67,0.02,1.08,-1,0.04,-0.54,01/04@01/05@16/19/03@20/01/01/01@20/01/03@20/01/13@20/01/27@20/03/22@20/03/25@20/09/16/01@32/01/01@32/05/01/03@32/07/05@34/01/01/01
-0.36,-0.36,0.42,1.77,1.94,1.53,0.77,1.28,1.01,-0.74,2.49,2.91,2.98,3.1,2.1,0.49,1.37,-0.21,0.63,-0.04,-0.27,-3.18,-1.32,-1.15,-0.58,-1.23,0.32,1.02,-0.57,0.29,0.28,-0.89,-0.86,1.16,0.04,-2.74,-4.32,-3.47,1.13,-1.56,-0.27,0.32,0.48,0.45,01/01/03/02/02@01/01/03/03/01@01/01/05/01/02@01/01/09/04/01@01/01/09/05@01/01/11@01/02@01/05/06/07@01/05/11/07/01@01/06/06@01/07/01@01/20/05@01/20/17/01@01/20/29@01/20/31@02/11@02/13@02/16/01@02/45@16/13@16/21/07@20/01/15@32/01/01@32/01/03@32/05/01@32/05/03@32/07/03@32/07/09@42/16
0.3,0.3,0.01,0.34,0,0.2,-0.09,0.34,0.39,-0.08,0.36,0.56,0.34,0.58,0.29,0.01,0.08,0.23,0.42,0.46,0.61,0.61,-0.2,0.76,0.37,0.68,-0.03,0.23,0.38,0.18,-0.22,0.16,0,0.23,0.58,-0.2,-0.4,0.03,0.7,0.06,-0.47,0.56,0.26,-0.33,14/04@20/09/13
0.67,0.67,-0.31,-0.29,-0.74,-0.23,-0.14,-0.22,0.5,-0.17,-0.06,-0.12,-0.51,-0.1,-0.12,-0.15,-0.7,-0.27,-0.23,-0.42,-0.01,0.03,-0.58,-0.04,-0.76,-0.3,-0.81,-0.99,-1.26,0.08,-0.1,-0.29,-0.69,-1.09,-0.6,-1.43,-1.43,-1.18,-0.17,0.08,-0.34,0.57,0.31,0.14,01/06/06/11
-0.01,-0.01,0.22,0.18,-0.06,0.15,-0.29,-0.27,-0.14,-0.08,0.08,0.43,0.41,0.28,0.01,0.37,0.01,0.27,0.58,0.38,0.26,0.64,-0.06,0.34,-0.09,0.48,1,0.86,-0.34,-0.23,-0.06,0.44,0.63,-0.4,-0.32,-0.84,-0.97,-0.56,0.31,-0.06,0.19,0.52,-0.69,-0.18,14/07/05@14/13/01
-0.01,-0.01,0.58,-0.13,-0.62,-0.5,-0.89,-0.27,0.5,0.2,0.08,-0.3,-0.1,-0.14,-0.49,0.6,0.27,0.08,-0.11,-0.2,-0.42,0.08,-0.32,-0.56,-0.62,-0.15,-0.16,0.44,0.18,-0.12,0.06,0.18,0.37,0.15,-0.06,0.3,0.18,0.26,-0.09,-0.13,0.23,-0.46,-0.14,-0.36,01/04@14/13/01@16/19/03
-0.25,-0.25,-0.55,0.06,0.18,0.26,0.07,-0.6,-0.14,-0.2,-0.5,-0.7,-0.61,-0.35,-0.34,0.23,0.1,0.56,0.79,0.48,-0.3,-0.2,-0.04,-0.43,-0.62,-0.76,-1.05,-0.36,0.34,0,-0.15,-0.07,-1.09,-0.37,0.24,-0.85,-0.99,-1.01,0.24,0.36,0.04,-0.73,0.16,-0.54,01/05/25@02/01/03@11/02/03/04/01@16/03/01
-0.23,-0.23,1.15,0,-1.32,-1,-0.5,-0.25,-0.73,-0.39,-0.02,-0.46,-0.39,-0.6,-0.63,-0.14,0.06,0.23,-0.53,-0.19,-0.51,-0.91,-0.29,-0.71,-0.79,-0.22,-0.67,-0.29,-0.67,-0.56,-0.37,0.15,-0.9,-0.31,-0.38,-0.39,-0.48,-0.03,0.03,-0.06,-0.25,-0.22,-0.51,-1.02,11/02/03/04@16/01@16/19/03
-0.67,-0.67,0.88,0.6,0.12,-0.06,0.37,0.2,-0.7,0.1,-0.15,-0.54,-0.32,-0.22,-0.54,0.2,0.05,0.28,1.01,-0.42,-0.62,1.2,0.36,0.41,0.14,0.09,0.34,0.82,1.08,-0.01,0.07,1.92,0.62,1.06,0.83,2.88,2.04,2.04,-0.25,0.21,1.08,-0.2,-0.09,-0.51,20/01/01/07@32/07
0.49,0.49,-0.11,-1.06,-1.29,-1.15,0.28,-0.18,0.21,0.39,0.01,-0.17,-0.09,0.33,0.49,-0.14,-0.99,-0.29,-0.67,-0.47,-1.22,-1.09,-0.47,-0.17,-0.64,-0.57,-0.18,-0.14,-1.34,0.11,0.25,0.19,-0.42,-1,-1.15,-2.12,-2.18,-2.12,-0.51,-0.25,-0.6,0.29,-0.29,0.64,14/04@16/01@20/01/10@20/03@20/09/05
-0.6,-0.6,0.28,0.71,0.37,0.7,-0.09,0.52,0.15,-0.1,?,0.42,0.75,0.69,-0.01,0.38,0.06,-0.78,-0.04,-0.32,0.08,0.04,0.07,0.58,-0.06,1.61,1.3,0.95,0.39,0.15,0.07,0.86,1.18,0.2,-0.03,-1.18,-1.64,-1.56,0.8,0.49,0.2,1.04,0,0.26,12/04@12/10@16/03@16/19/03
0.32,0.32,-0.33,-0.49,-0.69,-0.43,-0.27,-0.42,-0.18,-0.34,-0.51,-0.56,-0.6,-0.1,-0.29,0.44,-0.19,0.22,-0.06,0.03,-0.29,-0.79,-0.38,0.07,-0.6,-0.63,-0.45,-0.48,-0.3,-0.17,-0.27,-0.49,-0.51,-0.92,-0.86,-1.36,-1.32,-0.69,0.3,-0.01,-0.27,-0.97,0.16,-0.02,99
-0.74,-0.74,-0.29,1.73,1.33,0.76,0.24,0.58,0.83,0.67,0.41,0.37,0.04,-0.29,0.15,-1.6,-1.8,-0.2,-1.84,-1.89,1.01,-1.64,-0.79,0.33,0.42,0.16,-1.4,-0.63,-0.08,0.29,-0.43,-1.03,-0.27,-0.45,-0.18,-1.6,-1,-0.58,0.14,0.73,0.46,0.78,0.37,0.52,01/01/03/02/01@01/01/03/03/01@01/01/03/05/02@01/01/05/03@01/02/02/09@01/02/07@16/17
-0.23,-0.23,0.71,0.96,0.58,0.3,-0.17,-0.45,-0.17,0.36,0.2,1.04,1.48,1.2,-0.1,-0.84,0.22,-0.61,-0.32,-0.47,0.51,0.68,-0.23,0.68,0.59,0.93,0.46,1.48,-0.02,-0.07,-0.27,0.18,0.87,1.1,0.46,0.77,0.33,0.34,0.11,-0.17,0.65,-0.1,0,-0.49,01/05
0,0,0.08,0.79,-0.38,-0.58,0.08,-0.27,0.44,-0.4,-0.47,-0.38,-0.15,-0.43,-0.45,0.86,-0.23,-0.63,-0.27,-0.42,?,-0.1,-0.54,-0.43,-0.69,-0.58,-0.61,-0.74,-0.62,0.01,-0.29,-0.01,-0.84,-0.69,-0.86,-0.36,-0.01,-0.03,0.31,0.34,-1.6,-0.81,0,-0.45,18/02/01/01/01@18/02/05@30/01/05/05/01@34/11/03/07@40/01/03@42/04@42/29@43/01/03/05
-0.47,-0.47,0.17,1.95,1,0.58,-0.03,-0.01,0.29,0.04,0.1,0.28,0.26,0.23,0.16,-0.07,0.32,-0.15,0.24,0.29,0.73,1.24,0.04,0.7,0.16,0.87,0.29,0.53,0.45,-0.09,-0.3,-0.47,-0.22,0.08,0.48,0.24,0.03,0.29,0.98,0.44,0.64,0.32,0.14,-0.88,99
0.38,0.38,-0.14,-0.51,-0.94,-0.76,-0.14,-0.32,-0.45,-0.61,-0.18,-0.47,-0.76,-0.64,-0.1,0.06,-0.75,-0.47,-0.27,-0.1,-0.14,-0.09,-0.51,0.1,-0.51,-0.68,-0.76,-0.4,-0.93,0.1,-0.18,-0.14,-0.79,-0.94,-1.15,-1.12,-1.18,-1.06,0.15,-0.03,-0.17,0.38,0.34,-0.16,10/01/05/01@11/02/03/01/01@11/02/03/04@16/01
-2.25,-2.25,0.81,3.41,2.37,1.79,-0.56,1.34,0.54,1.47,0.58,1.41,1.65,1.26,0.14,-0.18,1.39,-0.06,0.37,0.23,2.23,2.49,1.36,2.11,1.7,3.92,1.93,2.68,2.46,0,-0.1,0.99,1.67,1.84,2.39,1.27,1.46,1.48,1.84,1.4,0.58,-0.32,0.58,-0.11,01/03/16@11/04/03@40/01
-0.1,-0.1,-0.21,1.37,0.06,0.08,-0.64,-0.14,-0.49,0.16,-0.09,0.4,-0.09,0.1,0.11,0.63,-0.29,-0.06,0.68,0.67,1.14,1.01,-0.27,0.42,-0.17,-0.72,-0.85,0.28,0.21,-0.64,-0.56,-0.38,-0.12,0.08,0.23,?,-0.51,0.24,0.51,0.19,0.49,0.3,0.11,-0.52,10/03/05/01@42/04/05
-0.15,-0.15,-0.18,-0.15,-0.71,-0.64,-0.14,-0.79,-0.2,-0.1,0.03,-0.54,-0.6,-0.54,-0.51,-0.42,-0.6,-0.57,0,-0.07,-0.6,?,-0.49,-1.03,-0.81,-0.43,-0.9,0.2,-0.32,-0.25,-0.36,-0.34,-0.36,-0.34,-0.71,-0.12,-0.36,0.07,0.31,-0.58,-0.3,-1.64,0.23,-0.23,14/04@20/03/01/05@20/09/01
0.7,0.7,-0.26,-0.3,-0.86,-0.43,-0.25,0.2,0.24,-0.23,0.1,0.3,-0.07,0,0.08,-0.29,-0.74,-0.12,0.26,0.24,0.01,-0.56,0.16,0.51,0.1,-0.76,-1.7,-1.4,-1.6,-0.06,-0.58,-0.74,-1.09,-0.71,-1.15,-0.64,-0.62,-0.64,-0.22,-1.12,-0.25,0.65,0.1,-0.16,01/04/04@01/05/25@10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@34/11/03/07
1.41,1.41,0.58,-2.74,-3.47,-2,0.29,-0.36,?,0.19,0.23,0.01,-1.6,-1.51,-0.42,-0.18,2.58,?,-1.64,-0.07,-3.84,-2.32,-0.23,-1.64,-2.56,?,?,?,2.75,0.45,0.29,0.2,-4.06,-2,-2.84,-2.94,-4.32,-3.84,-0.76,-1.84,-1.32,0.93,0.39,?,12/01/01@12/04@16/01@16/03/03
0.18,0.18,-0.06,-0.22,-0.04,-0.14,-0.12,-0.42,-0.55,-0.55,-0.17,-0.15,0.08,-0.16,0.02,-0.29,0.25,0.07,0.59,0.39,0.9,1.37,-0.23,0.57,0.93,1.49,1.31,1.57,0.95,0.06,-0.12,?,1.75,1.19,0.89,0.39,1.56,1.33,0.3,-0.29,0.45,0.49,-0.58,-0.42,11/02/03/04@34/11/03
-0.14,-0.14,0.81,1.1,1.06,0.77,-0.06,-0.04,0.15,0.93,0.22,0.39,0.91,0.91,0.54,-1.69,1.19,0.6,0.4,0.14,1.98,1.71,-0.18,0.86,1.18,3.93,5.3,4.9,3.79,0.29,0.03,-0.51,1.51,2.23,1.36,0.9,1.06,1.21,-0.4,-0.27,1.68,0.62,-1.32,0.44,20/01/03/03@20/01/07@20/09/04
-1.04,-1.04,0.76,0.56,0.71,1.61,0.63,1.7,0.19,1.52,0.32,0.47,0.61,0.88,0.54,-0.38,1.34,0.86,0.59,0.49,1.01,0.78,-0.2,1.46,1.81,1.35,2.34,2.29,1.49,0.3,0.28,?,2.28,1.72,1.41,-0.6,3.71,3.55,0.12,0.93,1.74,1.01,-1.29,0.11,01/02@01/07@14/10@16/01@34/01/01/01
0.21,0.21,0.52,0.14,0.2,-0.04,-0.01,0.07,-0.23,0.33,0.04,-0.16,-0.06,-0.16,0.18,0.06,0.86,0.43,0.17,0.4,0.68,1.12,-0.15,-0.4,-0.64,1.68,0.65,0.57,1.26,0.29,0.25,0.12,0.36,0.5,0.56,1.79,1.26,1.44,0.18,-0.07,0.45,-0.2,-0.23,-0.13,01/04@10/03/01@14/07/03@30/01/05/01/03@32/01@40/01/03@42/01@43/01/03/05
-0.11,-0.11,-0.67,-0.64,-0.71,-0.32,0.51,0.15,1.06,0.83,-0.18,0.22,0.43,0.65,0.94,-0.54,0.08,0.18,-0.14,0.19,0.51,0.63,-0.18,-0.17,-0.03,-0.56,0.11,0.1,0.23,0.52,0.41,?,0.81,0.52,0.18,0.18,0.1,0.01,-0.32,0.24,0.16,0,0.26,0.33,14/04@14/07/11/01@14/13/04@20/09/13@42/25
